candidate,split_mode,condition,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,participant_mean_mae_p90,participant_mean_mae_p95,worst_30_n_participants,worst_30_mean_mae,retained_70_n_participants,retained_70_mean_mae,tail_definition
personal_profile_code32_no_support,random_disjoint,train_bp_mean,VitalDB,1040,41600,10.847590446472168,5.855418205261231,8.3515043258667,13.668301582336426,7.444064617156982,0.14194355905056,0.1090099811553955,11.860822010040284,13.083154582977295,312,11.601758003234863,728,6.95853853225708,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,random_disjoint,train_bp_median,Overall,2051,82040,10.278189659118652,5.4471116065979,7.862650394439697,13.21804904937744,7.14065408706665,-0.4092828333377838,-0.4923302233219147,11.605000495910645,13.237483501434326,616,11.412726402282717,1435,6.338715553283691,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,random_disjoint,train_bp_median,MIMIC,1011,40440,9.833358764648438,5.101841449737549,7.467600345611572,12.582100868225098,6.749162673950195,-0.1620954722166061,-0.6697114706039429,11.489521026611328,13.338634490966797,304,11.285933494567873,707,5.825771331787109,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,random_disjoint,train_bp_median,VitalDB,1040,41600,10.710616111755373,5.782753467559815,8.246685028076172,13.836264610290527,7.521228313446045,-0.6495774388313293,-0.3198951184749603,11.681356525421144,13.182907342910768,312,11.484137535095217,728,6.8592047691345215,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,natural,Overall,2051,82040,5.58433198928833,3.0381100177764893,4.311221122741699,6.643642425537109,3.6480562686920166,0.2637385427951813,-0.061802364885807,7.81407356262207,9.756621837615969,616,7.599102973937988,1435,2.8998379707336426,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,natural,MIMIC,1011,40440,5.492869377136231,2.893422842025757,4.193145751953125,6.492412567138672,3.4424664974212646,0.2932078838348388,-0.0001833544956753,7.903791427612305,10.094656944274902,304,7.71815013885498,707,2.6774442195892334,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,natural,VitalDB,1040,41600,5.673244953155518,3.178762912750244,4.426003932952881,6.790655136108398,3.8479135036468506,0.235090896487236,-0.1217031255364418,7.736254262924195,9.510804176330565,312,7.466713905334473,728,3.122842311859131,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_1,Overall,2051,82040,7.449425220489502,4.03530216217041,5.742363452911377,9.049346923828123,4.93438720703125,0.2637382745742798,-0.0618031322956085,10.227262496948242,12.541385650634766,616,10.067774772644045,1435,3.885601758956909,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_1,MIMIC,1011,40440,6.767077445983887,3.5181543827056885,5.142615795135498,8.160008430480957,4.253187656402588,0.2932078838348388,-0.0001833544956753,9.133848190307615,12.268476486206056,304,9.212810516357422,707,3.3924896717071533,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_1,VitalDB,1040,41600,8.112746238708496,4.538029670715332,6.325387954711914,9.91388702392578,5.596590518951416,0.2350903898477554,-0.1217046380043029,10.753206825256347,12.70864205360412,312,10.725168228149414,728,4.439767837524414,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_2,Overall,2051,82040,7.422955513000488,4.015483856201172,5.71921968460083,9.024338722229004,4.915796756744385,0.2637393176555633,-0.0618022084236145,10.168804168701172,12.197472095489502,616,9.982563972473145,1435,3.889101266860962,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_2,MIMIC,1011,40440,6.760409832000732,3.5083563327789307,5.134383201599121,8.14883041381836,4.246332168579102,0.2932078838348388,-0.0001833544956753,9.086376190185549,11.958358764648438,304,9.163219451904297,707,3.402040958404541,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,ppg_permuted_2,VitalDB,1040,41600,8.067026138305664,4.50847053527832,6.287747859954834,9.875433921813965,5.566593647003174,0.2350924462080001,-0.1217028275132179,10.781519412994385,12.485194683074946,312,10.600555419921877,728,4.439402103424072,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_swapped,Overall,2051,82040,14.341607093811035,7.796770095825195,11.069189071655272,15.310891151428224,8.341523170471191,1.3791956901550293,0.5177211165428162,21.33164596557617,26.1096134185791,616,20.533361434936523,1435,7.006519317626953,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_swapped,MIMIC,1011,40440,13.382014274597168,6.945236682891846,10.163625717163086,14.327401161193848,7.437687397003174,2.12178373336792,0.9597293734550476,20.456769943237305,24.97359943389893,304,18.982383728027344,707,6.371685028076172,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_swapped,VitalDB,1040,41600,15.274442672729492,8.624558448791504,11.949501037597656,16.266956329345703,9.2201566696167,0.6573142409324646,0.0880381762981414,22.69002704620361,27.315721416473384,312,21.8847599029541,728,7.691532135009766,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_zero,Overall,2051,82040,11.036130905151367,5.96514368057251,8.50063705444336,11.917922973632812,6.45721435546875,1.2499949932098389,0.5671318769454956,16.10567855834961,19.366777420043945,616,15.362897872924805,1435,5.554886341094971,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_zero,MIMIC,1011,40440,11.202800750732422,5.882693290710449,8.542746543884277,12.056280136108398,6.337014675140381,2.949981451034546,1.88206684589386,16.121421813964844,19.693490982055664,304,15.47934913635254,707,5.560105323791504,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,personal_state_zero,VitalDB,1040,41600,10.87410831451416,6.045295715332031,8.459701538085938,11.783421516418455,6.574062347412109,-0.4025878310203552,-0.7111364603042603,16.06228256225586,18.871521186828613,312,15.246785163879396,728,5.550951957702637,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_mean,Overall,2051,82040,9.77730941772461,5.172101020812988,7.474704742431641,10.81284236907959,5.764459609985352,0.1546560376882553,-0.1511767506599426,14.54636573791504,18.38045597076416,616,13.82490062713623,1435,4.74876880645752,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_mean,MIMIC,1011,40440,9.161750793457031,4.623885154724121,6.892817974090576,10.091065406799316,5.121926307678223,0.9665374755859376,0.3358246684074402,14.3082275390625,17.224123001098633,304,13.298664093017578,707,4.138394832611084,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_mean,VitalDB,1040,41600,10.375701904296877,5.70503044128418,8.040366172790527,11.51449489593506,6.38907527923584,-0.6345863342285156,-0.6245983242988586,14.753382682800297,19.42040224075317,312,14.220099449157717,728,5.391908645629883,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_median,Overall,2051,82040,9.83351707458496,5.17475175857544,7.504133701324463,10.89926052093506,5.783690929412842,-0.2399400621652603,-0.5180511474609375,15.07591152191162,19.47416591644287,616,14.350736618041992,1435,4.565104961395264,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_median,MIMIC,1011,40440,9.24740982055664,4.635263919830322,6.941336631774902,10.207962036132812,5.149626731872559,0.600038468837738,-0.1001902520656585,14.924419403076172,18.87846851348877,304,13.802411079406738,707,3.991170883178711,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_profile_code32_no_support,chronological_blocked,train_bp_median,VitalDB,1040,41600,10.403281211853027,5.699196815490723,8.051239013671875,11.571284294128418,6.400073528289795,-1.056496262550354,-0.9242600798606871,15.318270683288574,20.07225646972656,312,14.758119583129885,728,5.176862239837647,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,natural,Overall,2051,82040,4.878872871398926,2.71006178855896,3.794467210769653,5.853515625,3.2865397930145264,0.0704422742128372,0.0209950301796197,7.119137763977051,9.002382755279541,616,6.973379135131836,1435,2.429861068725586,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,natural,MIMIC,1011,40440,4.631188869476318,2.5143344402313232,3.5727617740631104,5.549771785736084,3.034802198410034,0.1424083113670349,0.0031430502422153,6.714534759521484,9.302202224731444,304,6.780691146850586,707,2.193397521972656,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,natural,VitalDB,1040,41600,5.119649887084961,2.9003310203552246,4.009990692138672,6.148789405822754,3.5312578678131104,0.0004829993704333,0.0383492186665535,7.233650588989258,8.976007795333862,312,7.125245094299316,728,2.674881219863892,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_1,Overall,2051,82040,7.007707595825195,3.804985046386719,5.406346797943115,8.573589324951172,4.691946029663086,0.0704464539885521,0.0209962539374828,10.09396266937256,12.64618730545044,616,9.78031063079834,1435,3.528742551803589,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_1,MIMIC,1011,40440,6.207293510437012,3.2600457668304443,4.733669757843018,7.580451488494873,3.993804931640625,0.1424083113670349,0.0031430502422153,8.702362060546875,12.0423846244812,304,8.656039237976074,707,3.0471057891845703,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_1,VitalDB,1040,41600,7.785803318023682,4.334729194641113,6.060266017913818,9.539032936096191,5.370619773864746,0.0004912229487672,0.0383516401052475,10.89213094711304,12.83604855537414,312,10.650521278381348,728,4.093014240264893,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_2,Overall,2051,82040,6.978918552398682,3.790290594100952,5.384604454040527,8.545814514160156,4.673163414001465,0.0704464539885521,0.0209974739700555,10.018287658691406,12.507838249206545,616,9.714061737060549,1435,3.5261058807373047,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_2,MIMIC,1011,40440,6.221583843231201,3.259293794631958,4.740438938140869,7.58801794052124,3.991434574127197,0.1424083113670349,0.0031430502422153,8.77001667022705,12.28042697906494,304,8.658785820007324,707,3.055605411529541,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,ppg_permuted_2,VitalDB,1040,41600,7.71513557434082,4.306480884552002,6.010807991027832,9.47690200805664,5.335883140563965,0.0004912229487672,0.0383540503680706,10.772093391418458,12.833828353881836,312,10.515186309814451,728,4.080360412597656,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,personal_state_swapped,Overall,2051,82040,13.409714698791504,7.162697792053223,10.286205291748049,14.45954704284668,7.744415283203125,1.5409905910491943,0.8016462326049805,19.837831497192383,23.686723709106445,616,18.75977897644043,1435,6.648769378662109,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,personal_state_swapped,MIMIC,1011,40440,12.598992347717283,6.443092346191406,9.521041870117188,13.573017120361328,6.9481730461120605,3.1526553630828857,1.7567580938339231,18.445995330810547,22.07310962677002,304,17.42474937438965,707,6.122560024261475,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
