candidate,split_mode,condition,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,participant_mean_mae_p90,participant_mean_mae_p95,worst_30_n_participants,worst_30_mean_mae,retained_70_n_participants,retained_70_mean_mae,tail_definition
subject_lora_rank4,chronological_blocked,personal_state_swapped,VitalDB,1040,41600,14.197829246520996,7.862236022949219,11.030033111572266,15.321356773376465,8.518454551696777,-0.025733508169651,-0.1268327236175537,21.193123054504397,25.08149452209472,312,19.96015739440918,728,7.202836513519287,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,personal_state_zero,Overall,2051,82040,9.474527359008787,5.115943908691406,7.295236110687256,10.369362831115724,5.62211799621582,1.4603711366653442,0.630120038986206,13.816614151000977,16.941819190979004,616,13.159005165100098,1435,4.77810525894165,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,personal_state_zero,MIMIC,1011,40440,9.477246284484863,4.940700531005859,7.208973884582519,10.30662441253662,5.3674397468566895,2.8935935497283936,1.6334377527236938,13.838064193725586,17.06779670715332,304,13.23504638671875,707,4.617847919464111,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,personal_state_zero,VitalDB,1040,41600,9.471884727478027,5.286300659179688,7.379092216491699,10.430354118347168,5.869694709777832,0.0671138167381286,-0.3452204167842865,13.645092391967776,16.706747341156003,312,13.07345485687256,728,4.938651084899902,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_mean,Overall,2051,82040,9.77730941772461,5.172101020812988,7.474704742431641,10.81284236907959,5.764459609985352,0.1546560376882553,-0.1511767506599426,14.54636573791504,18.38045597076416,616,13.82490062713623,1435,4.74876880645752,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_mean,MIMIC,1011,40440,9.161750793457031,4.623885154724121,6.892817974090576,10.091065406799316,5.121926307678223,0.9665374755859376,0.3358246684074402,14.3082275390625,17.224123001098633,304,13.298664093017578,707,4.138394832611084,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_mean,VitalDB,1040,41600,10.375701904296877,5.70503044128418,8.040366172790527,11.51449489593506,6.38907527923584,-0.6345863342285156,-0.6245983242988586,14.753382682800297,19.42040224075317,312,14.220099449157717,728,5.391908645629883,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_median,Overall,2051,82040,9.83351707458496,5.17475175857544,7.504133701324463,10.89926052093506,5.783690929412842,-0.2399400621652603,-0.5180511474609375,15.07591152191162,19.47416591644287,616,14.350736618041992,1435,4.565104961395264,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_median,MIMIC,1011,40440,9.24740982055664,4.635263919830322,6.941336631774902,10.207962036132812,5.149626731872559,0.600038468837738,-0.1001902520656585,14.924419403076172,18.87846851348877,304,13.802411079406738,707,3.991170883178711,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
subject_lora_rank4,chronological_blocked,train_bp_median,VitalDB,1040,41600,10.403281211853027,5.699196815490723,8.051239013671875,11.571284294128418,6.400073528289795,-1.056496262550354,-0.9242600798606871,15.318270683288574,20.07225646972656,312,14.758119583129885,728,5.176862239837647,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
