split_mode,candidate,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
chronological_blocked,personal_profile_code32_no_support,MIMIC,personal_state_swapped,DBP,6.945236624643192,0.4987457018489384,0.959729312034554,9.101382570435716,46.76557863501484,76.19930761622157,89.90108803165184,FAIL*,FAIL (Grade C)*
chronological_blocked,personal_profile_code32_no_support,VitalDB,personal_state_swapped,SBP,15.274441980582017,-0.1870851727000024,0.6573143370334918,19.35753355638508,21.14903846153846,40.65144230769231,57.16826923076923,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,VitalDB,personal_state_swapped,DBP,8.624559391186787,0.1065732413801656,0.0880381727218627,11.109361252287556,36.75480769230769,65.54326923076923,83.48557692307692,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,Overall,personal_state_zero,SBP,11.03613035303392,0.5279176078528595,1.2499950694433368,14.067775453081495,29.63188688444661,54.12116040955631,72.75109702584105,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,Overall,personal_state_zero,DBP,5.965143864541911,0.605267573280613,0.5671318834668424,7.794278860990108,51.69795221843003,82.36591906387129,94.50024378352023,PASS*,PASS (Grade B)*
chronological_blocked,personal_profile_code32_no_support,MIMIC,personal_state_zero,SBP,11.202799796114808,0.5986718916243323,2.949981444761614,14.049873603977074,28.98862512363996,53.81800197823937,72.14638971315529,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,MIMIC,personal_state_zero,DBP,5.882693197842757,0.6394259669038818,1.8820667175817445,7.530422704219694,52.826409495548965,83.30613254203759,94.45103857566764,PASS*,PASS (Grade B)*
chronological_blocked,personal_profile_code32_no_support,VitalDB,personal_state_zero,SBP,10.874108423269712,0.389228142967543,-0.4025878396401038,13.887255068022542,30.257211538461537,54.41586538461538,73.3389423076923,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,VitalDB,personal_state_zero,DBP,6.045295426111955,0.5521211052357873,-0.7111364985429324,7.833780455501754,50.60096153846154,81.45192307692307,94.54807692307692,PASS*,PASS (Grade B)*
chronological_blocked,personal_profile_code32_no_support,Overall,train_bp_mean,SBP,9.777309139061996,0.5910816153954404,0.1546560341878265,13.143544524380838,36.17503656752803,62.319600195026815,78.83105802047781,FAIL*,FAIL (Grade D)*
chronological_blocked,personal_profile_code32_no_support,Overall,train_bp_mean,DBP,5.172101276389335,0.6636214032787889,-0.1511767593143859,7.2125689792710626,60.984885421745496,87.03924914675768,95.3839590443686,PASS*,PASS (Grade A)*
