source,participants,mean_mae,sbp_mae,dbp_mae,high_error_rate
MIMIC,316,9.63305969940896,12.355384525637968,6.910734873179953,0.3829113924050633
VitalDB,381,8.076968457396493,10.263333591644876,5.89060332314811,0.2335958005249344
