group,mean_mae,sbp_mae,dbp_mae,target_sbp_mean,target_sbp_std,target_dbp_mean,target_dbp_std,event_index_mean,event_index_max,ppg_f_std_mean,abs_delta_support_sbp_mean,abs_delta_support_dbp_mean,outside_support_sbp_rate,outside_support_dbp_rate,support_sbp_std,support_dbp_std,age_clean_mean,age_valid_mean
remaining_70pct_subjects,6.655813692924726,8.418062346691777,4.893565039157673,116.75427668104025,11.820509626429319,61.67168341826315,6.534858754111777,71.47433264887064,136.9486652977413,0.274692924607717,13.984083591047694,7.465201545596597,0.5656691501201616,0.55344840691212,9.179532979474354,5.225531544862638,61.175257731958766,0.99589324
worst_30pct_subjects,13.714240851556923,17.690644027044762,9.737837676069084,122.20395716084748,15.237946372312228,64.93860225101791,8.84405119323905,99.08333333333333,192.16666666666666,0.27645166482992367,19.024694710004002,10.546248059529486,0.6403336947077283,0.6226781661554119,9.927338377805231,5.656780729466588,64.10144927536231,0.98571426
