Setting,Scope,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
patch_transformer_highres | Population,VitalDB,SBP,12.779826607953053,0.25707410424127874,1.181640357638801,16.458201923171146,25.420101097499888,47.82549296416048,65.94562593925042,FAIL*,FAIL (Grade D)*
patch_transformer_highres | Population,VitalDB,DBP,8.494436252372678,0.23886358405970143,-0.41280927549139995,11.002329356312876,35.63003779771392,65.6222960972722,85.30443098501753,FAIL*,FAIL (Grade D)*
patch_transformer_highres | QGH,VitalDB,SBP,10.558078458664255,0.4510294579208367,-0.21593624793074465,14.182419716140473,32.437724850858416,57.90791930415775,75.86866432897673,FAIL*,FAIL (Grade D)*
patch_transformer_highres | QGH,VitalDB,DBP,6.223377198062452,0.524055958274058,-0.8862980936361972,8.661132548553224,51.44132246459311,81.24231522382622,93.08711689967667,FAIL*,PASS (Grade B)*
patch_transformer_longpatch | Population,VitalDB,SBP,12.788713849251524,0.23617841466587963,-1.7807298769188682,16.635969844825954,25.620474520697663,48.813698255840436,67.09777312263763,FAIL*,FAIL (Grade D)*
patch_transformer_longpatch | Population,VitalDB,DBP,8.574046278428598,0.21304373987830583,-1.4087293864964465,11.106270062201293,35.92604399107427,65.85454711052415,84.23880868892026,FAIL*,FAIL (Grade D)*
patch_transformer_longpatch | QGH,VitalDB,SBP,10.84402217202594,0.41926081038253515,-0.5104010760237916,14.579772513520656,31.74552575253882,56.96525342684093,74.69374743840794,FAIL*,FAIL (Grade D)*
patch_transformer_longpatch | QGH,VitalDB,DBP,6.35758083139947,0.5037291619735702,-0.859521980977723,8.848688795056425,51.0269137938886,80.39528211667198,92.64083063891798,FAIL*,PASS (Grade B)*
conformer | Population,VitalDB,SBP,12.643945269563307,0.2641899637624091,-0.130331334845541,16.4208382464299,25.584042989207155,48.82736008014937,67.12054282981921,FAIL*,FAIL (Grade D)*
conformer | Population,VitalDB,DBP,8.441464642169162,0.2465041966997502,-0.5822620132576742,10.93918420608824,36.34045266177877,65.91374834919623,85.03574844027506,FAIL*,FAIL (Grade D)*
conformer | QGH,VitalDB,SBP,10.91274957697765,0.4124584681866572,-0.42325063709932853,14.667790302767006,31.271915843162258,56.52352110751856,74.76661050138895,FAIL*,FAIL (Grade D)*
conformer | QGH,VitalDB,DBP,6.493551731981897,0.4896426661380052,-0.8937192111515231,8.971221047809566,49.40115670112482,79.14750216312218,92.41768750853863,FAIL*,FAIL (Grade C)*
conformer_large | Population,VitalDB,SBP,12.701221481570416,0.25974188999540737,0.4742148292570728,16.4640870822802,25.606812696388726,48.61787877407897,66.78810510496835,FAIL*,FAIL (Grade D)*
conformer_large | Population,VitalDB,DBP,8.426833973291135,0.2518047078902349,0.07545020385984451,10.915810629484689,36.01256887836423,66.36003460995492,85.33630857507173,FAIL*,FAIL (Grade D)*
conformer_large | QGH,VitalDB,SBP,10.995253254204918,0.4011007661743061,-1.5115411651574113,14.737732215830851,31.0442187713466,56.641923584862695,74.76205655995264,FAIL*,FAIL (Grade D)*
conformer_large | QGH,VitalDB,DBP,6.435536256946086,0.4986663356563503,-1.0257542753623752,8.876497708040313,49.8793205519377,79.45717018079146,92.59529122455486,FAIL*,FAIL (Grade C)*
convnext_1d | Population,VitalDB,SBP,12.542098803477252,0.28011973240359855,0.3684466004193143,16.238447829564567,25.916480714058014,48.772712782913615,67.17519012705496,FAIL*,FAIL (Grade D)*
convnext_1d | Population,VitalDB,DBP,8.407849121765254,0.2496961358618851,-0.36848406246928206,10.925229870841306,36.48617878774079,66.58773168177056,85.19058244910971,FAIL*,FAIL (Grade D)*
convnext_1d | QGH,VitalDB,SBP,10.605942636560373,0.44511037779707674,0.7297451035367628,14.241641127055654,31.65900086524887,57.94435083564825,76.18288628808233,FAIL*,FAIL (Grade D)*
convnext_1d | QGH,VitalDB,DBP,6.245886252451155,0.5248347209371413,-0.19848266964529301,8.696973671684919,50.8857416093629,81.1330206293547,93.3466915615465,FAIL*,PASS (Grade B)*
