Setting,Scope,N participants,N queries,SBP participant-macro MAE,DBP participant-macro MAE,Mean participant-macro MAE
inception_time_wide_qgh,Overall,628,96332,10.810642117531746,6.2106652202616095,8.510653668896676
inception_time_wide_qgh,MIMIC,285,74373,11.70063148156282,6.493759916830127,9.097195699196472
inception_time_wide_qgh,VitalDB,343,21959,10.071146581820795,5.975440763929166,8.02329367287498
calibration_relative,Overall,628,96332,10.653606844044116,6.050473533248929,8.352040188646521
calibration_relative,MIMIC,285,74373,11.607126204141332,6.336601008098667,8.97186360612
calibration_relative,VitalDB,343,21959,9.86132399381757,5.812729129948124,7.837026561882846
calibration_relative_standards,Overall,628,96332,10.65801062343155,6.1057028807441025,8.381856752087826
calibration_relative_standards,MIMIC,285,74373,11.603832170481052,6.395830540458831,8.99983135546994
calibration_relative_standards,VitalDB,343,21959,9.872123915241733,5.8646347086779285,7.86837931195983
