Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
Overall,personal_mean,SBP,10.571100110673825,0.5579939823170122,-0.11043868597931314,14.083719690920937,32.7875,58.825,75.9625,FAIL*,FAIL (Grade D)*
Overall,personal_mean,DBP,5.635601027894418,0.6456598460764809,-0.16814286295461017,7.653591698941937,56.775,84.2375,94.5875,PASS*,PASS (Grade B)*
MIMIC,personal_mean,SBP,10.524196081705316,0.6134784147914847,-0.20364075353409855,14.108137256130252,34.1,59.45,75.925,FAIL*,FAIL (Grade D)*
MIMIC,personal_mean,DBP,5.600555890948023,0.6719412593101635,-0.2660648641808855,7.801003073996072,57.699999999999996,84.6,94.5,PASS*,PASS (Grade B)*
VitalDB,personal_mean,SBP,10.618004139642336,0.4321221473750393,-0.01723661842452763,14.060405627932528,31.474999999999998,58.199999999999996,76.0,FAIL*,FAIL (Grade D)*
VitalDB,personal_mean,DBP,5.670646164840811,0.6109664336977595,-0.07022086172833494,7.502982648520783,55.85,83.875,94.675,PASS*,PASS (Grade B)*
Overall,shared_with_anchor,SBP,9.982053824685732,0.6210415969215708,1.4192855772119102,12.963573629900848,32.5375,60.75000000000001,78.7,FAIL*,FAIL (Grade D)*
Overall,shared_with_anchor,DBP,5.349894432227675,0.6948860334821072,0.820018451532847,7.056309959738025,57.037499999999994,86.4375,95.96249999999999,PASS*,PASS (Grade B)*
MIMIC,shared_with_anchor,SBP,10.341463019776867,0.6465207823008567,2.058721875402669,13.33502482030433,31.65,58.975,77.425,FAIL*,FAIL (Grade D)*
MIMIC,shared_with_anchor,DBP,5.623923791633442,0.6945584030807286,1.3819095554129255,7.403775515169238,54.400000000000006,85.225,95.15,PASS*,PASS (Grade B)*
VitalDB,shared_with_anchor,SBP,9.622644629594596,0.545807643297592,0.779849279021151,12.550285159091793,33.425,62.525,79.975,FAIL*,FAIL (Grade D)*
VitalDB,shared_with_anchor,DBP,5.075865072821908,0.6944747653329174,0.25812734765276857,6.64439451579793,59.675,87.64999999999999,96.775,PASS*,PASS (Grade B)*
Overall,new_person_lora,SBP,3.9048814528848412,0.9259726882445019,0.07051908627563068,5.763417936794985,74.0125,93.05,97.475,PASS*,PASS (Grade A)*
Overall,new_person_lora,DBP,2.1857902872370647,0.9268660152502511,-0.11607283274220785,3.4759817220511966,91.3125,98.4,99.45,PASS*,PASS (Grade A)*
MIMIC,new_person_lora,SBP,4.286796011961848,0.9233891914640051,0.1955496284696855,6.27859515030941,71.075,91.375,96.55,PASS*,PASS (Grade A)*
MIMIC,new_person_lora,DBP,2.3628113377965456,0.916097137990422,-0.17199796392758956,3.943690185000837,89.97500000000001,97.8,99.175,PASS*,PASS (Grade A)*
