Setting,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,participant_mean_mae_p90,participant_mean_mae_p95,worst_30_n_participants,worst_30_mean_mae,retained_70_n_participants,retained_70_mean_mae,tail_definition
personal_mean,Overall,200,8000,10.571100110673827,5.635601027894418,8.103350569284123,13.146924325171963,7.156323626161124,-0.11043868597931315,-0.16814286295461017,11.67772652274549,13.047111769593174,60,11.678357433427184,140,6.571204770365667,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_mean,MIMIC,100,4000,10.524196081705318,5.600555890948024,8.062375986326671,12.880556581284852,7.057773424434897,-0.20364075353409875,-0.2660648641808855,13.077053234341786,16.04947819237941,30,12.400621426424049,70,6.203127940570649,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
personal_mean,VitalDB,100,4000,10.618004139642334,5.670646164840812,8.144325152241572,13.413292069059073,7.254873827887353,-0.01723661842452765,-0.07022086172833494,11.108115396372625,12.046553356953885,30,10.936868200451936,70,6.947520988722846,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_with_anchor,Overall,200,8000,9.982053824685734,5.349894432227676,7.665974128456705,12.345613009392872,6.697791354855106,1.41928557721191,0.820018451532847,11.023076044411203,12.412831488140144,60,10.663080732976367,140,6.3814998693768485,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_with_anchor,MIMIC,100,4000,10.341463019776867,5.623923791633444,7.982693405705156,12.637542128543636,6.928906038076536,2.0587218754026693,1.3819095554129255,12.21237710901425,14.91146743412625,30,11.554624692359283,70,6.451865711424814,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_with_anchor,VitalDB,100,4000,9.622644629594598,5.075865072821909,7.349254851208253,12.053683890242109,6.466676671633674,0.7798492790211509,0.25812734765276857,10.02288618937307,11.022914920252415,30,9.759167163381965,70,6.316435288848089,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora,Overall,200,8000,3.904881452884841,2.1857902872370647,3.0453358700609527,5.28140829559635,3.0810660487317825,0.0705190862756307,-0.11607283274220785,4.704351906930055,5.401189862718193,60,4.495374664018026,140,2.4238906726507787,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora,MIMIC,100,4000,4.286796011961847,2.362811337796545,3.324803674879197,5.806645962811606,3.4150324529734526,0.1955496284696855,-0.17199796392758956,5.177245639348161,5.578484873241958,30,4.89217405185943,70,2.65307351331624,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora,VitalDB,100,4000,3.522966893807833,2.008769236677584,2.7658680652427092,4.7561706283810965,2.747099644490112,-0.05451145591842411,-0.06014770155682617,4.09507865973915,4.681345535861363,30,3.987053691533896,70,2.2425027968321998,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora_memory,Overall,200,8000,3.331247956456236,1.8442249993047795,2.5877364778805076,4.694943392267412,2.762119128399513,-0.11537746867126873,-0.1379416314749654,3.8059892681011083,4.620533718891194,60,3.7889289726737534,140,2.0729396943976877,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora_memory,MIMIC,100,4000,3.716160890084203,2.035337260412061,2.875749075248131,5.20020018358014,3.0986553964022345,-0.05393618848588091,-0.14218745758374798,4.048734972798257,5.195345809704742,30,4.172375557443969,70,2.320052011449916,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
new_person_lora_memory,VitalDB,100,4000,2.946335022828269,1.6531127381974984,2.2997238805128832,4.189686600954684,2.4255828603967906,-0.17681874885665658,-0.13369580536618286,3.4047829785561814,3.527148785468722,30,3.3036233536001305,70,1.8694812491897779,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_memory_only,Overall,200,8000,3.48458311013075,1.9178295846600815,2.7012063473954164,4.951332475112503,2.858231172286773,-0.2955515485662883,-0.19198770801114398,3.8465400616560204,4.701404914593518,60,3.9336122648569765,140,2.173032382769033,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_memory_only,MIMIC,100,4000,3.886707101530327,2.136088078981166,3.0113975902557475,5.463089450615152,3.214538287548954,-0.27823955228592967,-0.1780943956597673,4.134648377082914,5.113958501801298,30,4.332172505340205,70,2.445351198076693,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_memory_only,VitalDB,100,4000,3.082459118731174,1.6995710903389971,2.391015104535085,4.4395754996098535,2.501924057024591,-0.3128635448466468,-0.2058810203625207,3.426907432894995,3.945608994942501,30,3.3372110893903435,70,1.985502539597117,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_memory_blend,Overall,200,8000,4.371360168333125,2.3520694419245993,3.361714805128862,6.058979481519835,3.39931035543894,-0.07242908057159829,0.014511771282679237,4.8979004977884335,5.831024914686452,60,4.877849620096055,140,2.7119427415714945,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
shared_memory_blend,MIMIC,100,4000,4.769942633049974,2.5644670152812017,3.6672048241655877,6.494825359817258,3.7138223856277057,0.08367423937056444,0.1933018507734908,5.506334505788427,6.257842345814244,30,5.307019488882861,70,2.9644271107153286,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
