Setting,Scope,scoring_only_group,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,delta_mean_mae_vs_frozen_lora,delta_sbp_mae_vs_frozen_lora,delta_dbp_mae_vs_frozen_lora,split_mode
gap300__fixed_blend,Overall,SBP_train_median_deviation_>20,1744,11006,7.405935629190638,3.677344148976584,5.541639889083611,0.8910465423127558,1.198559314067411,0.5835337705581005,random_disjoint
gap300__fixed_blend,MIMIC,SBP_train_median_deviation_>20,805,4976,8.276717474110308,3.968065612749556,6.122391543429932,0.4075820263113945,0.5581838018710075,0.256980250751782,random_disjoint
gap300__fixed_blend,VitalDB,SBP_train_median_deviation_>20,939,6030,6.65941871208698,3.428110093239373,5.043764402663177,1.3055182519837856,1.747550035385948,0.8634864685816224,random_disjoint
gap300__fixed_blend,Overall,DBP_train_median_deviation_0-10,2051,69707,3.9915007405435214,2.111000864964036,3.0512508027537786,0.3757617940139237,0.4893635966857004,0.2621599913421475,random_disjoint
gap300__fixed_blend,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.081426112732391,2.085692118921729,3.08355911582706,0.2009329760840965,0.2594504910926041,0.1424154610755887,random_disjoint
gap300__fixed_blend,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.9040829027714574,2.135603886357086,3.019843394564272,0.5457155775976315,0.7128656637574506,0.3785654914378118,random_disjoint
gap300__fixed_blend,Overall,DBP_train_median_deviation_10-20,1762,10460,6.110043125112862,3.8351166799938623,4.972579902553362,0.7618095504969338,0.9530594600459308,0.5705596409479363,random_disjoint
gap300__fixed_blend,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.690839689479073,4.290368327060901,5.490604008269987,0.315096528742961,0.3994476388510337,0.2307454186348891,random_disjoint
gap300__fixed_blend,VitalDB,DBP_train_median_deviation_10-20,971,6178,5.636912247240902,3.464257717244092,4.550584982242497,1.125712743295484,1.404044991009025,0.8473804955819433,random_disjoint
gap300__fixed_blend,Overall,DBP_train_median_deviation_>20,721,1873,10.337273962240412,9.118814047997564,9.728044005118988,1.3451428928607694,1.704026520787849,0.9862592649336914,random_disjoint
gap300__fixed_blend,MIMIC,DBP_train_median_deviation_>20,319,929,10.791324921232489,11.73336749777412,11.262346209503304,0.097205864650542,0.2734625835753164,-0.0790508542742305,random_disjoint
gap300__fixed_blend,VitalDB,DBP_train_median_deviation_>20,402,944,9.976969843040235,7.044081335363931,8.510525589202082,2.335421280918137,2.8392252669838625,1.831617294852414,random_disjoint
gap300__trained_blend,Overall,SBP_train_median_deviation_0-10,2051,50195,3.725414273390432,2.143541386342916,2.934477829866674,0.3445210135424816,0.4495889128766253,0.2394531142083376,random_disjoint
gap300__trained_blend,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.756539261705144,2.1804252573643272,2.968482259534736,0.1832746926852371,0.2403851210493539,0.1261642643211198,random_disjoint
gap300__trained_blend,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.6951571934037264,2.107686007878831,2.901421600641279,0.5012710427604379,0.6529591374317905,0.3495829480890846,random_disjoint
gap300__trained_blend,Overall,SBP_train_median_deviation_10-20,2029,20839,4.791904841387809,2.5899167611757075,3.690910801281758,0.4884065593052966,0.6342094154283524,0.3426037031822408,random_disjoint
gap300__trained_blend,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.047935167194322,2.652327691651412,3.850131429422867,0.2337394280736791,0.3152650697441475,0.1522137864032102,random_disjoint
gap300__trained_blend,VitalDB,SBP_train_median_deviation_10-20,1038,11132,4.547467410873114,2.530331759151216,3.538899585012165,0.7315425198549441,0.9387121577915988,0.5243728819182896,random_disjoint
gap300__trained_blend,Overall,SBP_train_median_deviation_>20,1744,11006,7.405935629190638,3.677344148976584,5.541639889083611,0.8910465423127558,1.198559314067411,0.5835337705581005,random_disjoint
gap300__trained_blend,MIMIC,SBP_train_median_deviation_>20,805,4976,8.276717474110308,3.968065612749556,6.122391543429932,0.4075820263113945,0.5581838018710075,0.256980250751782,random_disjoint
gap300__trained_blend,VitalDB,SBP_train_median_deviation_>20,939,6030,6.65941871208698,3.428110093239373,5.043764402663177,1.3055182519837856,1.747550035385948,0.8634864685816224,random_disjoint
gap300__trained_blend,Overall,DBP_train_median_deviation_0-10,2051,69707,3.9915007405435214,2.111000864964036,3.0512508027537786,0.3757617940139237,0.4893635966857004,0.2621599913421475,random_disjoint
gap300__trained_blend,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.081426112732391,2.085692118921729,3.08355911582706,0.2009329760840965,0.2594504910926041,0.1424154610755887,random_disjoint
gap300__trained_blend,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.9040829027714574,2.135603886357086,3.019843394564272,0.5457155775976315,0.7128656637574506,0.3785654914378118,random_disjoint
gap300__trained_blend,Overall,DBP_train_median_deviation_10-20,1762,10460,6.110043125112862,3.8351166799938623,4.972579902553362,0.7618095504969338,0.9530594600459308,0.5705596409479363,random_disjoint
gap300__trained_blend,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.690839689479073,4.290368327060901,5.490604008269987,0.315096528742961,0.3994476388510337,0.2307454186348891,random_disjoint
gap300__trained_blend,VitalDB,DBP_train_median_deviation_10-20,971,6178,5.636912247240902,3.464257717244092,4.550584982242497,1.125712743295484,1.404044991009025,0.8473804955819433,random_disjoint
gap300__trained_blend,Overall,DBP_train_median_deviation_>20,721,1873,10.337273962240412,9.118814047997564,9.728044005118988,1.3451428928607694,1.704026520787849,0.9862592649336914,random_disjoint
gap300__trained_blend,MIMIC,DBP_train_median_deviation_>20,319,929,10.791324921232489,11.73336749777412,11.262346209503304,0.097205864650542,0.2734625835753164,-0.0790508542742305,random_disjoint
gap300__trained_blend,VitalDB,DBP_train_median_deviation_>20,402,944,9.976969843040235,7.044081335363931,8.510525589202082,2.335421280918137,2.8392252669838625,1.831617294852414,random_disjoint
gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_0-10,2051,50195,3.275825360513807,1.9040882721345775,2.589956816324192,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.5161541406557903,2.0542609930432074,2.7852075668494987,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.042198055971936,1.7581030597897465,2.400150557880841,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_10-20,2029,20839,4.1576954259594565,2.2473130579934666,3.2025042419764613,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_10-20,991,9707,4.732670097450175,2.500113905248201,3.616392001349188,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_10-20,1038,11132,3.608755253081516,2.0059588772329264,2.807357065157221,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,Overall,SBP_train_median_deviation_>20,1744,11006,6.207376316399166,3.0938103778381705,4.650593347118669,3.478133336898281e-10,1.2759393541728061e-09,-5.803131308823595e-10,random_disjoint
gap300__D0_frozen_lora,MIMIC,SBP_train_median_deviation_>20,805,4976,7.718533675003574,3.7110853617409534,5.714809518372263,1.2537260118961058e-09,2.764273254740601e-09,-2.5682034276997e-10,random_disjoint
gap300__D0_frozen_lora,VitalDB,SBP_train_median_deviation_>20,939,6030,4.911868676701032,2.564623623800109,3.738246150250571,-4.2882053463699776e-10,0.0,-8.576410692739954e-10,random_disjoint
gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_0-10,2051,69707,3.502137143857821,1.848840873621888,2.675489008739855,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_0-10,1011,35229,3.821975621639787,1.94327665784614,2.882626139742964,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.191217239014007,1.7570383949192745,2.4741278169666403,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_10-20,1762,10460,5.156983667231913,3.264557039045926,4.210770353138919,1.0824905416484396e-09,2.1649810832968797e-09,0.0,random_disjoint
gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.291392055450666,4.059622908426012,5.17550748193834,2.41131381528703e-09,4.8226267423956415e-09,0.0,random_disjoint
gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_10-20,971,6178,4.232867256231877,2.6168772216621483,3.424872238947013,0.0,0.0,0.0,random_disjoint
gap300__D0_frozen_lora,Overall,DBP_train_median_deviation_>20,721,1873,8.633247441981649,8.132554768967559,8.382901105474604,-6.783615447147895e-09,5.290843319016858e-10,-1.4096315226197476e-08,random_disjoint
gap300__D0_frozen_lora,MIMIC,DBP_train_median_deviation_>20,319,929,10.517862338853,11.812418350083774,11.165140344468387,-3.8437342197994434e-10,1.1958292134295332e-09,-1.964576057389422e-09,random_disjoint
gap300__D0_frozen_lora,VitalDB,DBP_train_median_deviation_>20,402,944,7.137744576056373,5.212464016788275,6.175104296422324,-1.1861621018738331e-08,0.0,-2.372324114929825e-08,random_disjoint
gap300__feature_knn,Overall,SBP_train_median_deviation_0-10,2051,50195,4.27778876007081,2.4509887902431275,3.3643887751569688,0.7744319588327766,1.001963399557003,0.5469005181085498,random_disjoint
gap300__feature_knn,MIMIC,SBP_train_median_deviation_0-10,1011,25757,4.051104087893471,2.3438291997119234,3.197466643802697,0.4122590769531982,0.5349499472376804,0.2895682066687159,random_disjoint
gap300__feature_knn,VitalDB,SBP_train_median_deviation_0-10,1040,24438,4.498152417350896,2.5551602768075963,3.5266563470792462,1.1265057891984052,1.4559543613789605,0.7970572170178498,random_disjoint
gap300__feature_knn,Overall,SBP_train_median_deviation_10-20,2029,20839,5.511127784734906,2.989923965027746,4.250525874881326,1.0480216329048648,1.353432358775449,0.7426109070342792,random_disjoint
gap300__feature_knn,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.399783207197735,2.859550097981037,4.1296666525893855,0.5132746512401978,0.66711310974756,0.359436192732836,random_disjoint
gap300__feature_knn,VitalDB,SBP_train_median_deviation_10-20,1038,11132,5.617430748452956,3.1143945837592373,4.365912666106096,1.5585556009488752,2.0086754953714405,1.1084357065263108,random_disjoint
gap300__feature_knn,Overall,SBP_train_median_deviation_>20,1744,11006,8.862059124604173,4.447002584254169,6.65453085442917,2.003937507658315,2.6546828094809456,1.3531922058356851,random_disjoint
gap300__feature_knn,MIMIC,SBP_train_median_deviation_>20,805,4976,8.774115278068734,4.246012114641674,6.510063696355204,0.7952541792366672,1.0555816058294338,0.5349267526439005,random_disjoint
gap300__feature_knn,VitalDB,SBP_train_median_deviation_>20,939,6030,8.93745294405149,4.619310707830377,6.778381825940933,3.0401356752615416,4.025584267350458,2.0546870831726265,random_disjoint
gap300__feature_knn,Overall,DBP_train_median_deviation_0-10,2051,69707,4.552427257752341,2.4265445618664843,3.489485909809413,0.813996901069558,1.05029011389452,0.5777036882445961,random_disjoint
gap300__feature_knn,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.366307451493868,2.2549573504757667,3.3106324009848174,0.4280062612418538,0.5443318298540811,0.3116806926296267,random_disjoint
gap300__feature_knn,VitalDB,DBP_train_median_deviation_0-10,1040,34478,4.733357184797838,2.5933471298626523,3.663352157330245,1.1892243403636051,1.5421399457838314,0.836308734943378,random_disjoint
gap300__feature_knn,Overall,DBP_train_median_deviation_10-20,1762,10460,7.26098317344039,4.546925624675441,5.903954399057915,1.6931840470014867,2.103999508373458,1.282368585629515,random_disjoint
gap300__feature_knn,MIMIC,DBP_train_median_deviation_10-20,791,4282,7.171899056418003,4.679936500622707,5.925917778520356,0.7504102989933301,0.8805070057899638,0.6203135921966956,random_disjoint
gap300__feature_knn,VitalDB,DBP_train_median_deviation_10-20,971,6178,7.333553241993129,4.4385717597173695,5.88606250085525,2.4611902619082366,3.100685985761252,1.8216945380552207,random_disjoint
gap300__feature_knn,Overall,DBP_train_median_deviation_>20,721,1873,12.82118602475684,10.653422598656178,11.73730431170651,3.3544031994482904,4.187938583304275,2.520867815592304,random_disjoint
gap300__feature_knn,MIMIC,DBP_train_median_deviation_>20,319,929,11.125410000875162,11.795964549091748,11.460687274983457,0.2955469301306941,0.607547663217991,-0.0164538029566028,random_disjoint
gap300__feature_knn,VitalDB,DBP_train_median_deviation_>20,402,944,14.16683913823509,9.74677861311153,11.95680887567331,5.781704567389365,7.0290945621787175,4.534314572600014,random_disjoint
gap300__nearest_record_time_bp,Overall,SBP_train_median_deviation_0-10,2051,50195,7.072200063452502,3.835465071167642,5.453832567310072,2.86387575098588,3.796374702938696,1.9313767990330644,random_disjoint
gap300__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_0-10,1011,25757,5.521000673621626,2.855242727434113,4.188121700527869,1.4029141336783706,2.004846532965836,0.800981734390906,random_disjoint
gap300__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_0-10,1040,24438,8.580144854913096,4.788354291854755,6.684249573383925,4.284099015503084,5.53794679894116,3.030251232065008,random_disjoint
gap300__nearest_record_time_bp,Overall,SBP_train_median_deviation_10-20,2029,20839,9.303529618579606,4.936003589125102,7.119766603852354,3.917262361875893,5.14583419262015,2.688690531131636,random_disjoint
gap300__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_10-20,991,9707,7.078285584929297,3.563208850131875,5.320747217530586,1.7043552161813986,2.3456154874791224,1.063094944883674,random_disjoint
gap300__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_10-20,1038,11132,11.42801597440567,6.246639028761218,8.837327501583443,6.029970436426222,7.819260721324154,4.240680151528292,random_disjoint
gap300__nearest_record_time_bp,Overall,SBP_train_median_deviation_>20,1744,11006,15.32078496502754,7.898601236642561,11.60969310083505,6.959099754064195,9.113408649904311,4.804790858224077,random_disjoint
gap300__nearest_record_time_bp,MIMIC,SBP_train_median_deviation_>20,805,4976,10.909537638500158,5.303763782988784,8.106650710744471,2.3918411936259343,3.1910039662608574,1.5926784209910103,random_disjoint
gap300__nearest_record_time_bp,VitalDB,SBP_train_median_deviation_>20,939,6030,19.10252521833376,10.123142397655652,14.612833807994706,10.874587657315317,14.190656541632729,7.558518772997901,random_disjoint
gap300__nearest_record_time_bp,Overall,DBP_train_median_deviation_0-10,2051,69707,7.61119434781281,3.94959017842135,5.78039226311708,3.1049032543772253,4.109057203954989,2.1007493047994616,random_disjoint
gap300__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_0-10,1011,35229,5.88757309430398,2.8645575970792785,4.37606534569163,1.493439205948666,2.065597472664193,0.9212809392331384,random_disjoint
gap300__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_0-10,1040,34478,9.2867530855988,5.004367043552919,7.145560064575859,4.671432247609219,6.095535846584793,3.247328648633645,random_disjoint
gap300__nearest_record_time_bp,Overall,DBP_train_median_deviation_10-20,1762,10460,13.070013359020628,7.474540678155182,10.272277018587904,6.061506666531477,7.913029693953696,4.209983639109256,random_disjoint
gap300__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_10-20,791,4282,9.383886827790825,5.444347630956785,7.4141172293738045,2.2386097498467787,3.0924947771627838,1.3847247225307733,random_disjoint
gap300__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_10-20,971,6178,16.07282086283399,9.128384859755522,12.600602861294757,9.175730622347745,11.839953606602112,6.511507638093374,random_disjoint
gap300__nearest_record_time_bp,Overall,DBP_train_median_deviation_>20,721,1873,23.55708896600905,16.509782652452863,20.03343580923096,11.65053469697274,14.92384152455649,8.377227869388989,random_disjoint
gap300__nearest_record_time_bp,MIMIC,DBP_train_median_deviation_>20,319,929,14.1714936946994,12.254978795185965,13.21323624494268,2.048095900089921,3.653631357042229,0.442560443137614,random_disjoint
gap300__nearest_record_time_bp,VitalDB,DBP_train_median_deviation_>20,402,944,31.004862328068224,19.88610710635371,25.445484717210967,19.27038040892702,23.86711775201185,14.673643065842192,random_disjoint
gap300__time_matched_feature_uniform,Overall,SBP_train_median_deviation_0-10,2051,50195,4.279482712227938,2.450738911791656,3.365110812009797,0.7751539956856046,1.0036573517141307,0.546650639657078,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_0-10,1011,25757,4.043408949573555,2.3359826499743312,3.1896957997739435,0.4044882329244448,0.5272548089177649,0.2817216569311238,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_0-10,1040,24438,4.508973648808304,2.5622952393852283,3.5356344440967664,1.135483886215925,1.4667755928363682,0.8041921795954818,random_disjoint
gap300__time_matched_feature_uniform,Overall,SBP_train_median_deviation_10-20,2029,20839,5.5198877802169735,2.994729811621842,4.257308795919408,1.0548045539429465,1.362192354257517,0.7474167536283756,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_10-20,991,9707,5.40395684470075,2.8515017152034408,4.127729279952096,0.511337278602908,0.6712867472505755,0.3513878099552396,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_10-20,1038,11132,5.630569434452597,3.131472628144613,4.381021031298605,1.573663966141384,2.0218141813710813,1.1255137509116868,random_disjoint
gap300__time_matched_feature_uniform,Overall,SBP_train_median_deviation_>20,1744,11006,8.920632087248844,4.457515058632526,6.689073572940686,2.0384802261698303,2.713255772125617,1.363704680214043,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,SBP_train_median_deviation_>20,805,4976,8.771950016350512,4.221217621963499,6.496583819157006,0.7817743020384684,1.053416344111212,0.510132259965725,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,SBP_train_median_deviation_>20,939,6030,9.048096482427926,4.66009166834346,6.854094075385693,3.115847924706302,4.136227805726894,2.0954680436857096,random_disjoint
gap300__time_matched_feature_uniform,Overall,DBP_train_median_deviation_0-10,2051,69707,4.5588788148448325,2.4244972048891067,3.4916880098669694,0.8161990011271145,1.0567416709870114,0.5756563312672185,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_0-10,1011,35229,4.367783558787934,2.2443084448320887,3.3060460018100115,0.4234198620670479,0.5458079371481475,0.3010317869859487,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_0-10,1040,34478,4.74464545318476,2.599661470675304,3.672153461930032,1.1980256449633917,1.5534282141707534,0.8426230757560296,random_disjoint
gap300__time_matched_feature_uniform,Overall,DBP_train_median_deviation_10-20,1762,10460,7.26125672731463,4.562073386565378,5.911665056940004,1.7008947048835754,2.1042730622476986,1.2975163475194518,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_10-20,791,4282,7.09371011192651,4.65344646898357,5.87357829045504,0.698070810928014,0.8023180612984699,0.5938235605575581,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_10-20,971,6178,7.397744237893416,4.487638671639746,5.942691454766582,2.5178192158195687,3.164876981661539,1.8707614499775975,random_disjoint
gap300__time_matched_feature_uniform,Overall,DBP_train_median_deviation_>20,721,1873,12.91028361704594,10.79582228452208,11.85305295078401,3.4701518385257906,4.277036175593375,2.663267501458206,random_disjoint
gap300__time_matched_feature_uniform,MIMIC,DBP_train_median_deviation_>20,319,929,11.189478312684756,11.982574153459383,11.586026233072069,0.420885888219308,0.671615975027585,0.1701558014110329,random_disjoint
gap300__time_matched_feature_uniform,VitalDB,DBP_train_median_deviation_>20,402,944,14.275798273989263,9.85409629897233,12.064947286480797,5.889842978196851,7.13805369793289,4.641632258460813,random_disjoint
gap300__time_stratum_random_uniform,Overall,SBP_train_median_deviation_0-10,2051,50195,5.825132014644136,3.449158970286441,4.637145492465288,2.047188676141096,2.5493066541303286,1.5450706981518634,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_0-10,1011,25757,5.030792142628858,2.9696692832061964,4.000230712917527,1.2150231460680283,1.5146380019730676,0.915408290162989,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_0-10,1040,24438,6.597322024843604,3.9152782718615633,5.256300148352583,2.856149590471742,3.555123968871668,2.1571752120718166,random_disjoint
gap300__time_stratum_random_uniform,Overall,SBP_train_median_deviation_10-20,2029,20839,10.336739128135708,5.307287146206564,7.822013137171136,4.619508895194675,6.179043702176251,3.059974088213097,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_10-20,991,9707,8.566366287657766,4.148684685613515,6.357525486635641,2.7411334852864533,3.833696190207592,1.6485707803653136,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_10-20,1038,11132,12.02695057795617,6.4134288017438585,9.220189689850011,6.412832624692792,8.418195324874654,4.407469924510933,random_disjoint
gap300__time_stratum_random_uniform,Overall,SBP_train_median_deviation_>20,1744,11006,19.57728786215521,9.32757840010942,14.452433131132311,9.80183978436146,13.36991154703198,6.233768021690937,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,SBP_train_median_deviation_>20,805,4976,15.171092490273852,6.680770417261478,10.925931453767664,5.211121936649127,7.452558818034551,2.969685055263704,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,SBP_train_median_deviation_>20,939,6030,23.35469710003007,11.596673635671287,17.47568536785068,13.73743921717129,18.44282842332904,9.032050011013537,random_disjoint
gap300__time_stratum_random_uniform,Overall,DBP_train_median_deviation_0-10,2051,69707,7.287407464703405,3.6598915415553495,5.473649503129377,2.7981604943895224,3.785270320845585,1.8110506679334613,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_0-10,1011,35229,6.160450545263241,2.9729356063244303,4.566693075793836,1.6840669360508724,2.338474923623454,1.0296589484782903,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_0-10,1040,34478,8.382939623889953,4.327691974746176,6.355315799318065,3.881187982351425,5.191722384875947,2.5706535798269017,random_disjoint
gap300__time_stratum_random_uniform,Overall,DBP_train_median_deviation_10-20,1762,10460,15.607344107497756,9.35986580267934,12.483604955088548,8.27283460303212,10.450360442430824,6.095308763633414,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_10-20,791,4282,12.051445570172746,7.419547670829989,9.735496620501369,4.559989140974341,5.760053519544706,3.3599247624039776,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_10-20,971,6178,18.50406474912915,10.940495712352703,14.722280230740928,11.297407991793914,14.271197492897272,8.323618490690556,random_disjoint
gap300__time_stratum_random_uniform,Overall,DBP_train_median_deviation_>20,721,1873,26.682205348099277,19.47402331661648,23.07811433235788,14.695213220099658,18.04895790664671,11.341468533552604,random_disjoint
gap300__time_stratum_random_uniform,MIMIC,DBP_train_median_deviation_>20,319,929,16.499997481367714,15.966513877248524,16.23325567930812,5.068115334455358,5.982135143710544,4.154095525200173,random_disjoint
gap300__time_stratum_random_uniform,VitalDB,DBP_train_median_deviation_>20,402,944,34.76211656572955,22.257345483677117,28.50973102470333,22.334626716419383,27.624371989673172,17.044881443165597,random_disjoint
past_gap0__fixed_blend,Overall,SBP_train_median_deviation_0-10,2051,50195,3.2402447318375094,1.867056759347869,2.553650745592689,-0.036306070731503,-0.0355806286762976,-0.0370315127867086,random_disjoint
past_gap0__fixed_blend,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.4593453737568067,1.993157151169592,2.726251262463199,-0.0589563043862995,-0.0568087668989836,-0.0611038418736153,random_disjoint
past_gap0__fixed_blend,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.0272536270486534,1.744472628451944,2.385863127750299,-0.0142874301305422,-0.0149444289232825,-0.0136304313378023,random_disjoint
past_gap0__fixed_blend,Overall,SBP_train_median_deviation_10-20,2029,20839,4.111624462114552,2.223453209559423,3.167538835836988,-0.0349654061394737,-0.0460709638449046,-0.0238598484340437,random_disjoint
past_gap0__fixed_blend,MIMIC,SBP_train_median_deviation_10-20,991,9707,4.639700567234672,2.4325853723646165,3.536142969799644,-0.0802490315495436,-0.0929695302155027,-0.0675285328835846,random_disjoint
past_gap0__fixed_blend,VitalDB,SBP_train_median_deviation_10-20,1038,11132,3.6074593174382144,2.023790422141362,2.8156248697897883,0.0082678046325672,-0.0012959356433013,0.0178315449084354,random_disjoint
past_gap0__fixed_blend,Overall,SBP_train_median_deviation_>20,1744,11006,6.221808015619426,3.0855991014282598,4.653703558523842,0.003110211752987,0.0144317004961989,-0.0082112769902242,random_disjoint
past_gap0__fixed_blend,MIMIC,SBP_train_median_deviation_>20,805,4976,7.53890748646889,3.604710184654913,5.571808835561901,-0.1430006815566358,-0.1796261857704104,-0.1063751773428611,random_disjoint
past_gap0__fixed_blend,VitalDB,SBP_train_median_deviation_>20,939,6030,5.092665231770844,2.6405677680976347,3.86661649993424,0.128370349254848,0.1807965550698114,0.0759441434398842,random_disjoint
past_gap0__fixed_blend,Overall,DBP_train_median_deviation_0-10,2051,69707,3.45775128230795,1.8305375620866613,2.6441444221973054,-0.0313445865425494,-0.0443858615498711,-0.0183033115352269,random_disjoint
past_gap0__fixed_blend,MIMIC,DBP_train_median_deviation_0-10,1011,35229,3.764725381674758,1.910201746459544,2.837463564067151,-0.0451625756758127,-0.0572502399650289,-0.033074911386596,random_disjoint
past_gap0__fixed_blend,VitalDB,DBP_train_median_deviation_0-10,1040,34478,3.159337037635025,1.753094782854945,2.456215910244985,-0.0179119067216553,-0.0318802013789816,-0.0039436120643292,random_disjoint
past_gap0__fixed_blend,Overall,DBP_train_median_deviation_10-20,1762,10460,5.146848833789783,3.184999064968661,4.165923949379223,-0.0448464026772059,-0.0101348312771483,-0.0795579740772645,random_disjoint
past_gap0__fixed_blend,MIMIC,DBP_train_median_deviation_10-20,791,4282,6.116194932734619,3.8303562805899936,4.973275606662306,-0.2022318728647194,-0.175197117893421,-0.2292666278360173,random_disjoint
past_gap0__fixed_blend,VitalDB,DBP_train_median_deviation_10-20,971,6178,4.357196141446464,2.659275524745723,3.508235833096093,0.0833635941490804,0.1243288852145871,0.0423983030835746,random_disjoint
past_gap0__fixed_blend,Overall,DBP_train_median_deviation_>20,721,1873,8.918512306273875,7.935204768048949,8.426858537161412,0.0439574249031924,0.2852648648213112,-0.1973500150149254,random_disjoint
past_gap0__fixed_blend,MIMIC,DBP_train_median_deviation_>20,319,929,10.215105794134924,10.88656384270318,10.550834818419052,-0.614305526433709,-0.3027565435222481,-0.9258545093451698,random_disjoint
past_gap0__fixed_blend,VitalDB,DBP_train_median_deviation_>20,402,944,7.889623444015978,5.593205900350689,6.741414672183334,0.5663103638993885,0.7518788679596051,0.3807418598391727,random_disjoint
past_gap0__trained_blend,Overall,SBP_train_median_deviation_0-10,2051,50195,3.2402447318375094,1.867056759347869,2.553650745592689,-0.036306070731503,-0.0355806286762976,-0.0370315127867086,random_disjoint
past_gap0__trained_blend,MIMIC,SBP_train_median_deviation_0-10,1011,25757,3.4593453737568067,1.993157151169592,2.726251262463199,-0.0589563043862995,-0.0568087668989836,-0.0611038418736153,random_disjoint
past_gap0__trained_blend,VitalDB,SBP_train_median_deviation_0-10,1040,24438,3.0272536270486534,1.744472628451944,2.385863127750299,-0.0142874301305422,-0.0149444289232825,-0.0136304313378023,random_disjoint
past_gap0__trained_blend,Overall,SBP_train_median_deviation_10-20,2029,20839,4.111624462114552,2.223453209559423,3.167538835836988,-0.0349654061394737,-0.0460709638449046,-0.0238598484340437,random_disjoint
past_gap0__trained_blend,MIMIC,SBP_train_median_deviation_10-20,991,9707,4.639700567234672,2.4325853723646165,3.536142969799644,-0.0802490315495436,-0.0929695302155027,-0.0675285328835846,random_disjoint
