Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS,split_mode
VitalDB,feature_knn,SBP,3.0768273075530894,0.9324357125117269,-0.0940920963226936,4.923192591353796,82.5048076923077,95.21153846153844,98.3125,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,feature_knn,DBP,1.7615810154912637,0.9407358421645408,-0.0654525357247955,2.981917537061072,93.67067307692308,98.73317307692308,99.60576923076924,PASS*,PASS (Grade A)*,random_disjoint
Overall,nearest_record_time_bp,SBP,2.944294771341392,0.9457243743800976,0.0337664565361168,4.930463406916045,83.65675280351049,95.24134568503167,98.21550463188689,PASS*,PASS (Grade A)*,random_disjoint
Overall,nearest_record_time_bp,DBP,1.6258639533248893,0.9500884372806,-0.0030252977675312,2.8656581758816198,94.53071672354947,98.92857142857144,99.63310580204778,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,nearest_record_time_bp,SBP,3.640898737072591,0.935138014591272,0.0092944855506059,5.796346432789933,77.33926805143423,93.0168150346192,97.3813056379822,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,nearest_record_time_bp,DBP,1.8975250085666555,0.9404051415527306,-0.0374958209538672,3.2456272677039406,92.89564787339268,98.56824925816024,99.50296735905044,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,nearest_record_time_bp,SBP,2.267115339270005,0.957413178372964,0.0575560360229932,3.908931585275902,89.79807692307692,97.40384615384616,99.0264423076923,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,nearest_record_time_bp,DBP,1.3617780621235187,0.960338978280588,0.0304840281376471,2.4397887216283083,96.1201923076923,99.27884615384616,99.7596153846154,PASS*,PASS (Grade A)*,random_disjoint
Overall,time_matched_feature_uniform,SBP,3.53550207151081,0.9298207291754532,-0.1163121798630169,5.605398002659649,78.42150170648465,93.41662603607996,97.47074597757192,PASS*,PASS (Grade A)*,random_disjoint
Overall,time_matched_feature_uniform,DBP,1.986459146099286,0.9232693737062933,-0.1071707324595755,3.5514913947714386,92.01974646513897,98.03022915650902,99.25524134568504,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,time_matched_feature_uniform,SBP,3.8996472055904943,0.9278909476652064,-0.1320116798672548,6.110170475133792,75.26211671612265,91.93620178041544,96.75321463897131,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,time_matched_feature_uniform,DBP,2.160574474792216,0.9095118675945936,-0.1435757236829733,3.9970449555160257,90.72700296735906,97.39861523244312,98.93175074183976,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,time_matched_feature_uniform,SBP,3.1815109844391163,0.9284356073394198,-0.101050454378128,5.066752234126852,81.49278846153845,94.85576923076924,98.16826923076924,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,time_matched_feature_uniform,DBP,1.817198956379524,0.9377353772963808,-0.0717808804145226,3.0563642062895635,93.2764423076923,98.64423076923076,99.56971153846152,PASS*,PASS (Grade A)*,random_disjoint
Overall,time_stratum_random_uniform,SBP,7.445516080498288,0.7381390463592352,-0.033721093373552,10.830007883554083,49.58434909800097,74.92077035592393,87.18795709410044,FAIL*,FAIL (Grade C)*,random_disjoint
Overall,time_stratum_random_uniform,DBP,3.997196473673109,0.7775433861878124,-0.0369925575102904,6.049766120436802,73.29351535836177,91.67357386640664,96.99293027791322,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,time_stratum_random_uniform,SBP,5.9465403665303,0.8556902567987114,-0.0862874460267501,8.645417481836546,57.65578635014836,82.24777448071217,92.32937685459942,FAIL*,PASS (Grade B)*,random_disjoint
MIMIC,time_stratum_random_uniform,DBP,3.1092403053647804,0.8595980176317168,-0.1041999961926604,4.98098043634817,82.01780415430268,95.4673590504451,98.38526211671612,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,time_stratum_random_uniform,SBP,8.9026934332114,0.557926031085938,0.0173794667537395,12.59547607206561,41.73798076923077,67.79807692307692,82.18990384615384,FAIL*,FAIL (Grade D)*,random_disjoint
VitalDB,time_stratum_random_uniform,DBP,4.860392325749764,0.6798775130770934,0.0283408275934366,6.932001204650398,64.8125,87.98557692307692,95.63942307692308,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__fixed_blend,SBP,3.806735427527239,0.9255486144217148,-0.1113823210420055,5.773658572745473,75.32910775231593,92.79985372988786,97.48049731838128,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__fixed_blend,DBP,2.126029697794382,0.9202877223235684,-0.1154258691642645,3.619644736400231,91.12262311067772,98.0558264261336,99.28815212091664,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__fixed_blend,SBP,3.947962806014939,0.9278382795366568,-0.1006498247178678,6.112999391548977,74.57962413452027,91.83481701285857,96.86943620178042,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__fixed_blend,DBP,2.1828186014167867,0.9097410967988124,-0.1438298731246405,3.9919632949872303,90.5217606330366,97.5,98.97873392680512,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__fixed_blend,SBP,3.669446120170447,0.917993853265701,-0.1218155458340278,5.42351956360632,76.0576923076923,93.73798076923076,98.07451923076924,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__fixed_blend,DBP,2.0708243309076018,0.9310277743647452,-0.0878138999297068,3.216469897592376,91.70673076923076,98.59615384615384,99.5889423076923,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__trained_blend,SBP,3.806735427527239,0.9255486144217148,-0.1113823210420055,5.773658572745473,75.32910775231593,92.79985372988786,97.48049731838128,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__trained_blend,DBP,2.126029697794382,0.9202877223235684,-0.1154258691642645,3.619644736400231,91.12262311067772,98.0558264261336,99.28815212091664,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__trained_blend,SBP,3.947962806014939,0.9278382795366568,-0.1006498247178678,6.112999391548977,74.57962413452027,91.83481701285857,96.86943620178042,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__trained_blend,DBP,2.1828186014167867,0.9097410967988124,-0.1438298731246405,3.9919632949872303,90.5217606330366,97.5,98.97873392680512,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__trained_blend,SBP,3.669446120170447,0.917993853265701,-0.1218155458340278,5.42351956360632,76.0576923076923,93.73798076923076,98.07451923076924,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__trained_blend,DBP,2.0708243309076018,0.9310277743647452,-0.0878138999297068,3.216469897592376,91.70673076923076,98.59615384615384,99.5889423076923,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__D0_frozen_lora,SBP,3.6913129355720287,0.9302943010372612,0.0225152574359702,5.587610474743394,76.18235007313505,93.49098000975134,97.73768893222818,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__D0_frozen_lora,DBP,2.0688831023505,0.9257244925007592,-0.1182625809510936,3.493801246364169,91.86860068259386,98.31911262798634,99.41491955143832,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__D0_frozen_lora,SBP,4.043434272251073,0.9271022276846256,0.0468497080571809,6.144750860929539,73.21216617210683,91.88674579624134,96.98071216617213,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__D0_frozen_lora,DBP,2.245703064133694,0.910476547424696,-0.1874385746249341,3.9738278087435663,90.37833827893176,97.6706231454006,99.0652818991098,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__D0_frozen_lora,SBP,3.3490103669349964,0.930707974344912,-0.0011406363890721,4.986652978633064,79.06971153846155,95.05048076923076,98.4735576923077,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__D0_frozen_lora,DBP,1.8969936971939527,0.941937953505163,-0.0510155332546967,2.9517901839656187,93.3173076923077,98.94951923076924,99.7548076923077,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__feature_knn,SBP,4.050745951620067,0.9143054338538582,-0.1451205353988145,6.193740000558994,73.38737201365187,91.5602145294978,96.83081423695758,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__feature_knn,DBP,2.2671709757845826,0.908592799952401,-0.1141284985298218,3.876377775631161,89.8573866406631,97.60970258410532,99.10409556313992,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__feature_knn,SBP,4.079870413855766,0.9221412367883464,-0.14043859342395,6.349028859641626,73.69683481701286,91.20919881305636,96.43916913946587,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__feature_knn,DBP,2.261106043041368,0.9021469027755394,-0.1301787637198538,4.157169033723864,89.97527200791295,97.12413452027695,98.81552917903066,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__feature_knn,SBP,4.022433613812093,0.8983129404072547,-0.1496719232224569,6.039027796511717,73.08653846153847,91.9014423076923,97.21153846153848,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__feature_knn,DBP,2.27306679021092,0.9144422744883168,-0.0985257888114349,3.5823629775658885,89.74278846153845,98.08173076923076,99.3846153846154,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__nearest_record_time_bp,SBP,4.79422643850746,0.8713201245372681,-0.0292801495937531,7.591849521992556,68.18990736226232,88.48976109215016,94.98902974158948,PASS*,PASS (Grade B)*,random_disjoint
Overall,gap60__nearest_record_time_bp,DBP,2.609966499185864,0.87890989072036,-0.0242994767290856,4.463463042206046,87.01608971233544,96.74305216967332,98.75426621160408,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__nearest_record_time_bp,SBP,4.502644064541976,0.9042944762203228,-0.0341222075868902,7.040818927936277,69.86646884272997,89.63155291790306,95.7640949554896,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__nearest_record_time_bp,DBP,2.3141430095678266,0.9105225031005296,-0.0550676501233547,3.976843563288664,89.65380811078141,97.65578635014836,99.13452027695352,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__nearest_record_time_bp,SBP,5.077678150121982,0.8175477270534982,-0.0245731105254246,8.091707318340978,66.56009615384615,87.3798076923077,94.23557692307692,FAIL*,PASS (Grade B)*,random_disjoint
VitalDB,gap60__nearest_record_time_bp,DBP,2.897541064574168,0.8406904576213349,0.005610737983997,4.89017923656112,84.45192307692308,95.85576923076924,98.3846153846154,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__time_matched_feature_uniform,SBP,4.089521948945982,0.913330444370672,-0.1565516572298508,6.228617382214,72.98512920526572,91.45538761579716,96.7808386153096,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__time_matched_feature_uniform,DBP,2.2892551725634944,0.9078266284362948,-0.127885300365673,3.892176043051135,89.70258410531447,97.60848366650414,99.1089712335446,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__time_matched_feature_uniform,SBP,4.112856418183249,0.9219020440157084,-0.1490325724925296,6.358583067989707,73.24431256181998,91.14490603363006,96.43916913946587,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__time_matched_feature_uniform,DBP,2.2804970562752818,0.9021223532176158,-0.1505629981189052,4.15700271007504,89.77744807121661,97.17853610286843,98.8452027695351,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__time_matched_feature_uniform,SBP,4.0668381524086,0.8962486609944061,-0.1638610751812274,6.0996895191654135,72.73317307692308,91.75721153846152,97.11298076923076,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__time_matched_feature_uniform,DBP,2.297769072147516,0.9128142169642124,-0.1058399614920982,3.616105182442634,89.6298076923077,98.0264423076923,99.3653846153846,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap60__time_stratum_random_uniform,SBP,7.767943200851173,0.7175233881050135,-0.0146640590433374,11.248286878437291,47.94734275962945,73.35933690882497,86.12871769868356,FAIL*,FAIL (Grade C)*,random_disjoint
Overall,gap60__time_stratum_random_uniform,DBP,4.165872460920482,0.7612450177978934,-0.0217289502303348,6.267547800554241,71.6053144807411,90.91662603607996,96.65285226718674,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap60__time_stratum_random_uniform,SBP,6.155852025906481,0.846498608409495,-0.0778126929327477,8.916602272167971,56.17952522255193,81.10781404549951,91.71364985163206,FAIL*,PASS (Grade B)*,random_disjoint
MIMIC,gap60__time_stratum_random_uniform,DBP,3.209349365569246,0.8525349102272932,-0.0963125795096483,5.104938991943339,80.94213649851632,95.15331355093969,98.23689416419388,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap60__time_stratum_random_uniform,SBP,9.3350818334176,0.5200785377189749,0.0467236994780026,13.1235056585434,39.94471153846153,65.82692307692307,80.69951923076924,FAIL*,FAIL (Grade D)*,random_disjoint
VitalDB,gap60__time_stratum_random_uniform,DBP,5.095723277651347,0.6527331366906266,0.0507749432325363,7.219798890203596,62.52884615384615,86.79807692307693,95.11298076923076,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__fixed_blend,SBP,4.238366937428088,0.9136865752269816,-0.1109753192546366,6.216779944474568,70.64358849341784,91.3408093612872,97.00633837152608,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__fixed_blend,DBP,2.366229413521691,0.9089291237182032,-0.1096235243766148,3.869363893295268,89.35763042418333,97.793759141882,99.2320819112628,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__fixed_blend,SBP,4.288284664738898,0.9185488890491952,-0.1081913763172666,6.494534444744149,71.17457962413451,90.66023738872404,96.3946587537092,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__fixed_blend,DBP,2.373880913066581,0.8987365737994052,-0.1447715642544211,4.228585867075805,89.1295746785361,97.18842729970326,98.86498516320476,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__fixed_blend,SBP,4.189841146744215,0.9018302208281318,-0.1136816330139453,5.934399278210747,70.12740384615384,92.00240384615384,97.60096153846152,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__fixed_blend,DBP,2.358791273098725,0.9190736535800372,-0.0754555740723243,3.4845550841355144,89.57932692307692,98.38221153846152,99.5889423076923,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__trained_blend,SBP,4.238366937428088,0.9136865752269816,-0.1109753192546366,6.216779944474568,70.64358849341784,91.3408093612872,97.00633837152608,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__trained_blend,DBP,2.366229413521691,0.9089291237182032,-0.1096235243766148,3.869363893295268,89.35763042418333,97.793759141882,99.2320819112628,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__trained_blend,SBP,4.288284664738898,0.9185488890491952,-0.1081913763172666,6.494534444744149,71.17457962413451,90.66023738872404,96.3946587537092,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__trained_blend,DBP,2.373880913066581,0.8987365737994052,-0.1447715642544211,4.228585867075805,89.1295746785361,97.18842729970326,98.86498516320476,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__trained_blend,SBP,4.189841146744215,0.9018302208281318,-0.1136816330139453,5.934399278210747,70.12740384615384,92.00240384615384,97.60096153846152,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__trained_blend,DBP,2.358791273098725,0.9190736535800372,-0.0754555740723243,3.4845550841355144,89.57932692307692,98.38221153846152,99.5889423076923,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__D0_frozen_lora,SBP,3.6913129355720287,0.9302943010372612,0.0225152574359702,5.587610474743394,76.18235007313505,93.49098000975134,97.73768893222818,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__D0_frozen_lora,DBP,2.0688831023505,0.9257244925007592,-0.1182625809510936,3.493801246364169,91.86860068259386,98.31911262798634,99.41491955143832,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__D0_frozen_lora,SBP,4.043434272251073,0.9271022276846256,0.0468497080571809,6.144750860929539,73.21216617210683,91.88674579624134,96.98071216617213,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__D0_frozen_lora,DBP,2.245703064133694,0.910476547424696,-0.1874385746249341,3.9738278087435663,90.37833827893176,97.6706231454006,99.0652818991098,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__D0_frozen_lora,SBP,3.3490103669349964,0.930707974344912,-0.0011406363890721,4.986652978633064,79.06971153846155,95.05048076923076,98.4735576923077,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__D0_frozen_lora,DBP,1.8969936971939527,0.941937953505163,-0.0510155332546967,2.9517901839656187,93.3173076923077,98.94951923076924,99.7548076923077,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__feature_knn,SBP,4.863705408735995,0.885750048391755,-0.1778676434119507,7.151369677867503,65.63018039980497,88.09483178937104,95.32788883471476,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__feature_knn,DBP,2.720411678110318,0.8817949398666434,-0.1164101260685484,4.408498714442009,85.79839102876645,96.71501706484642,98.87615797172111,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__feature_knn,SBP,4.566571066768906,0.9072870425308138,-0.1535761043440284,6.928246273794686,69.04302670623146,89.297725024728,95.58605341246292,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__feature_knn,DBP,2.537728658948187,0.8845955654414906,-0.1305838839655042,4.514949539964462,87.784371909001,96.58259149357072,98.63996043521266,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__feature_knn,SBP,5.15255427385977,0.8488674603493263,-0.2014818222558637,7.361798478396003,62.31250000000001,86.92548076923077,95.07692307692308,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__feature_knn,DBP,2.898000651545812,0.8766097431653607,-0.102631597959104,4.302501945946202,83.86778846153847,96.84375,99.10576923076924,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__nearest_record_time_bp,SBP,8.391711163532438,0.6350943626575862,-0.0668434923303121,12.784385431724315,47.746221355436376,72.15626523647002,84.33203315455874,FAIL*,FAIL (Grade D)*,random_disjoint
Overall,gap300__nearest_record_time_bp,DBP,4.48741411608292,0.6881666126431045,-0.0225775631621429,7.16280605531134,70.63993174061434,89.06509019990249,95.27181862506094,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__nearest_record_time_bp,SBP,6.206155804899161,0.8267077366725766,0.0463489619254122,9.47423523313914,57.83877349159249,81.53313550939664,91.44164193867458,FAIL*,PASS (Grade B)*,random_disjoint
MIMIC,gap300__nearest_record_time_bp,DBP,3.169727948888709,0.8376898589653039,-0.0035133392709416,5.356683189712889,82.07962413452027,95.03956478733927,98.06874381800198,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__nearest_record_time_bp,SBP,10.51632315158844,0.3449519189127488,-0.176879618534675,15.331167050808896,37.93509615384615,63.04086538461539,77.42067307692308,FAIL*,FAIL (Grade D)*,random_disjoint
VitalDB,gap300__nearest_record_time_bp,DBP,5.7683571113072905,0.5117618028091693,-0.0411101885025317,8.560813525659311,59.51923076923077,83.25721153846153,92.5528846153846,FAIL*,PASS (Grade B)*,random_disjoint
Overall,gap300__time_matched_feature_uniform,SBP,4.8704103499839855,0.886026115243923,-0.1947859797345202,7.142277671566336,65.45221843003412,88.0594831789371,95.35592393954168,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__time_matched_feature_uniform,DBP,2.7224932604914813,0.8827581908264513,-0.1331101204696833,4.39001242669446,85.73988298391029,96.7723061921014,98.87981472452462,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__time_matched_feature_uniform,SBP,4.566052745428566,0.9081834327265476,-0.164470216758645,6.894404420239964,68.85262116716123,89.29030662710188,95.68991097922849,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__time_matched_feature_uniform,DBP,2.5321306490638724,0.8868132164276311,-0.152283176140073,4.470635616027043,87.77942631058359,96.6938674579624,98.67210682492582,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__time_matched_feature_uniform,SBP,5.166281059796994,0.8482892250250483,-0.2242563993197221,7.375221413950397,62.14663461538461,86.86298076923077,95.03125,PASS*,PASS (Grade A)*,random_disjoint
VitalDB,gap300__time_matched_feature_uniform,DBP,2.9075476837158205,0.8761529965534597,-0.1144716980824103,4.310164084902584,83.75721153846155,96.8485576923077,99.08173076923076,PASS*,PASS (Grade A)*,random_disjoint
Overall,gap300__time_stratum_random_uniform,SBP,8.531467628409256,0.6703026032532062,0.0306808894579146,12.15211526602151,43.97732813261824,69.6891760117016,83.48610433934665,FAIL*,FAIL (Grade D)*,random_disjoint
Overall,gap300__time_stratum_random_uniform,DBP,4.57259520230091,0.7231788673604147,0.0118034901821223,6.748744705377528,67.84007801072647,89.12359824475865,95.91296928327644,PASS*,PASS (Grade A)*,random_disjoint
MIMIC,gap300__time_stratum_random_uniform,SBP,6.694690998890516,0.8224992171370705,-0.0403034725717455,9.588619242499757,52.59149357072206,78.45697329376856,89.98516320474778,FAIL*,FAIL (Grade C)*,random_disjoint
