Setting,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,split_mode
E3_zero_reliability,MIMIC,1011,40440,4.504902748422,2.428511547844091,3.466707148133045,5.47239610662218,2.9781128569053714,0.1565008348836679,-0.0173486909894686,chronological_blocked
E3_zero_reliability,VitalDB,1040,41600,5.178284001008944,2.89426461530513,4.0362743081570365,6.257881817180015,3.5640333776120365,0.3819234202660601,0.1307682063153032,chronological_blocked
E3_trained_reliability,Overall,2051,82040,4.687383563577389,2.6021177207248747,3.644750642151132,5.699788595348948,3.2028316410194564,0.1963014484198044,0.0487707596016227,chronological_blocked
E3_trained_reliability,MIMIC,1011,40440,4.41213484999856,2.40201844397075,3.4070766469846543,5.368860317839246,2.9446033861406247,0.143822380942682,0.0037584437072418,chronological_blocked
E3_trained_reliability,VitalDB,1040,41600,4.954957072642962,2.7966373061079706,3.8757971893754655,6.0214890651204,3.453859300329551,0.2473171572845839,0.0925279243797179,chronological_blocked
D0_frozen_lora,Overall,2051,82040,4.777301551608677,2.647466137326676,3.712383844467676,5.757912087563176,3.229826951774392,0.2060147501212222,0.0648715313093538,chronological_blocked
D0_frozen_lora,MIMIC,1011,40440,4.511091241921444,2.443512012460937,3.4773016271911907,5.436118704598966,2.967851376635971,0.1629088781943542,0.0169001507122368,chronological_blocked
D0_frozen_lora,VitalDB,1040,41600,5.036088689198861,2.8457330798644285,3.940910884531645,6.070732385810113,3.4844974387599144,0.2479186313885908,0.1115052484090511,chronological_blocked
feature_knn,Overall,2051,82040,5.090651715799803,2.804272993290205,3.947462354545004,6.208787692011363,3.474156232677994,0.2901526324315653,0.0702340830430829,chronological_blocked
feature_knn,MIMIC,1011,40440,4.655575862124259,2.527303197298056,3.5914395297111565,5.6878463632123,3.1243061155655427,0.1504845730403051,-0.0065649263583003,chronological_blocked
feature_knn,VitalDB,1040,41600,5.513595646632473,3.073519593047957,4.293557619840216,6.715202772218917,3.814250913832504,0.4259261017051847,0.1448915816053891,chronological_blocked
nearest_record_time_bp,Overall,2051,82040,6.947634478094286,3.664564935222944,5.306099706658615,8.251092534339296,4.390394773531924,-0.1086034819883349,-0.0427455485709872,chronological_blocked
nearest_record_time_bp,MIMIC,1011,40440,5.950535146937762,2.989475549599773,4.470005348268766,7.086878588696728,3.586231174640458,0.1895728893261163,0.0996033319969441,chronological_blocked
nearest_record_time_bp,VitalDB,1040,41600,7.916930077901252,4.320829712977776,6.118879895439514,9.382842821882216,5.172134579761994,-0.3984653198719025,-0.1811250853538513,chronological_blocked
time_matched_feature_uniform,Overall,2051,82040,5.116008921659963,2.818095593612872,3.967052257636417,6.234942016712735,3.488104863506393,0.288260813470819,0.0667230702794975,chronological_blocked
time_matched_feature_uniform,MIMIC,1011,40440,4.679993066683957,2.5419746897458797,3.610983878214918,5.712149198352954,3.138961528319528,0.1493762502094876,-0.0099080494674093,chronological_blocked
time_matched_feature_uniform,VitalDB,1040,41600,5.539866642218369,3.0865169722758803,4.313191807247126,6.743156958406716,3.8275124710774704,0.4232726341027479,0.1412173607257696,chronological_blocked
time_stratum_random_uniform,Overall,2051,82040,7.62948766942724,4.0993255940488,5.864406631738021,9.191832927674591,5.002355626481518,0.0641426463524694,-0.1082142192174724,chronological_blocked
time_stratum_random_uniform,MIMIC,1011,40440,6.953628096123006,3.605209831809432,5.279418963966219,8.362912925828233,4.367972316585021,0.5199432335314953,0.1542381429530746,chronological_blocked
time_stratum_random_uniform,VitalDB,1040,41600,8.286501158475875,4.5796631283026485,6.433082143389262,9.99763881408485,5.61904940177513,-0.3789481167609875,-0.36334819821211,chronological_blocked
gap60__fixed_blend,Overall,2051,82040,4.936038970947266,2.7175772190093994,3.826808452606201,5.972800731658936,3.3386993408203125,0.2800101339817047,0.0744799748063087,chronological_blocked
gap60__fixed_blend,MIMIC,1011,40440,4.565816402435303,2.469637632369995,3.5177271366119385,5.548004627227783,3.0322844982147217,0.1460616290569305,0.0024754046462476,chronological_blocked
gap60__fixed_blend,VitalDB,1040,41600,5.295938491821289,2.9586031436920166,4.1272711753845215,6.385751724243164,3.63657021522522,0.4102234542369842,0.1444767415523529,chronological_blocked
gap60__trained_blend,Overall,2051,82040,4.723976135253906,2.627164602279663,3.675570249557495,5.742964267730713,3.235717296600342,0.1923544704914093,0.0616299398243427,chronological_blocked
gap60__trained_blend,MIMIC,1011,40440,4.446056842803955,2.4308485984802246,3.4384524822235107,5.4129180908203125,2.9846205711364746,0.1279398053884506,0.0253920648247003,chronological_blocked
gap60__trained_blend,VitalDB,1040,41600,4.994146347045898,2.8180058002471924,3.906076192855835,6.063807010650635,3.479811906814575,0.2549729645252228,0.0968573093414306,chronological_blocked
gap60__D0_frozen_lora,Overall,2051,82040,4.777301551608677,2.647466137326676,3.712383844467676,5.757912087563176,3.229826951774392,0.2060147501212222,0.0648715313093538,chronological_blocked
gap60__D0_frozen_lora,MIMIC,1011,40440,4.511091241921444,2.443512012460937,3.4773016271911907,5.436118704598966,2.967851376635971,0.1629088781943542,0.0169001507122368,chronological_blocked
gap60__D0_frozen_lora,VitalDB,1040,41600,5.036088689198861,2.8457330798644285,3.940910884531645,6.070732385810113,3.4844974387599144,0.2479186313885908,0.1115052484090511,chronological_blocked
gap60__feature_knn,Overall,2051,82040,5.1409638845044325,2.832791383300091,3.9868776339022634,6.253531543979395,3.4991878079566323,0.2903574092207366,0.071692325355794,chronological_blocked
gap60__feature_knn,MIMIC,1011,40440,4.682659370662684,2.543658219045533,3.613158794854109,5.712535889417176,3.1388338055330007,0.1460876107769605,-0.0062829294118339,chronological_blocked
gap60__feature_knn,VitalDB,1040,41600,5.586488753248672,3.1138621804744724,4.350175466861573,6.779441742789397,3.849493477620374,0.4306042998232921,0.1474932701347093,chronological_blocked
gap60__nearest_record_time_bp,Overall,2051,82040,7.076851463085381,3.728922519237457,5.402886991161419,8.372450096018254,4.458078398577404,-0.116404260024392,-0.0464016562842672,chronological_blocked
gap60__nearest_record_time_bp,MIMIC,1011,40440,6.010389893981753,3.020201442361939,4.515295668171846,7.158776552310797,3.628965174640396,0.1824027407652783,0.1011537818361578,chronological_blocked
gap60__nearest_record_time_bp,VitalDB,1040,41600,8.113575161512081,4.417881181469331,6.265728171490706,9.552280819756945,5.264072119154629,-0.406879142522812,-0.1898425677647957,chronological_blocked
gap60__time_matched_feature_uniform,Overall,2051,82040,5.164434661102667,2.845649446597162,4.005042053849914,6.278041065145295,3.5125704555278268,0.288684910067926,0.0684348722250504,chronological_blocked
gap60__time_matched_feature_uniform,MIMIC,1011,40440,4.705806838581753,2.5577020745602845,3.6317544565710183,5.735487524760018,3.153290181638801,0.1465073224227105,-0.0086145809920675,chronological_blocked
gap60__time_matched_feature_uniform,VitalDB,1040,41600,5.610273823187901,3.125567516913781,4.36792067005084,6.80546570873137,3.8618323371641776,0.4268979303653423,0.1433358310736143,chronological_blocked
gap60__time_stratum_random_uniform,Overall,2051,82040,7.671382601862126,4.123000770845046,5.897191686353586,9.226798393072077,5.02313717329279,0.0680740928835894,-0.1053104944894047,chronological_blocked
gap60__time_stratum_random_uniform,MIMIC,1011,40440,6.975896421785289,3.61788225749362,5.296889339639455,8.38165349369318,4.37573427887165,0.5235576110824751,0.1564231592399076,chronological_blocked
gap60__time_stratum_random_uniform,VitalDB,1040,41600,8.347475417302205,4.614034248728019,6.480754833015112,10.048376751987522,5.652487487004109,-0.3747084425962888,-0.3597458059512652,chronological_blocked
gap300__fixed_blend,Overall,2051,82040,5.163748264312744,2.842759609222412,4.003253936767578,6.191847324371338,3.457857370376587,0.3281921446323395,0.1048792004585266,chronological_blocked
gap300__fixed_blend,MIMIC,1011,40440,4.757282257080078,2.576046705245972,3.6666646003723145,5.7298264503479,3.132779359817505,0.1683208346366882,0.0234935842454433,chronological_blocked
gap300__fixed_blend,VitalDB,1040,41600,5.5588812828063965,3.1020352840423584,4.33045768737793,6.640984535217285,3.773870944976807,0.4836054742336273,0.1839954257011413,chronological_blocked
gap300__trained_blend,Overall,2051,82040,4.859219551086426,2.710827350616455,3.785023212432861,5.868461608886719,3.311704158782959,0.2248238921165466,0.0888202115893364,chronological_blocked
gap300__trained_blend,MIMIC,1011,40440,4.5707316398620605,2.5090136528015137,3.539872646331787,5.529504299163818,3.0565762519836426,0.1486693322658538,0.0510002896189689,chronological_blocked
gap300__trained_blend,VitalDB,1040,41600,5.139662742614746,2.907013416290283,4.023337841033936,6.197967052459717,3.559717893600464,0.2988549470901489,0.1255855709314346,chronological_blocked
gap300__D0_frozen_lora,Overall,2051,82040,4.777301551608677,2.647466137326676,3.712383844467676,5.757912087563176,3.229826951774392,0.2060147501212222,0.0648715313093538,chronological_blocked
gap300__D0_frozen_lora,MIMIC,1011,40440,4.511091241921444,2.443512012460937,3.4773016271911907,5.436118704598966,2.967851376635971,0.1629088781943542,0.0169001507122368,chronological_blocked
gap300__D0_frozen_lora,VitalDB,1040,41600,5.036088689198861,2.8457330798644285,3.940910884531645,6.070732385810113,3.4844974387599144,0.2479186313885908,0.1115052484090511,chronological_blocked
gap300__feature_knn,Overall,2051,82040,5.4942280102572125,3.029302284486005,4.26176514737161,6.609808238666424,3.695413691929145,0.3443411314878163,0.1103289025759843,chronological_blocked
gap300__feature_knn,MIMIC,1011,40440,4.943331718342189,2.687363309763791,3.815347514052989,5.970450703497018,3.2795174839920254,0.1757547498402316,0.0217760065747016,chronological_blocked
gap300__feature_knn,VitalDB,1040,41600,6.029762770955376,3.36170642241308,4.695734596684227,7.231337534874374,4.099712794068016,0.5082265467240741,0.1964125351310773,chronological_blocked
gap300__nearest_record_time_bp,Overall,2051,82040,8.259862789765968,4.360629648420649,6.310246219093307,9.73135081478445,5.242434536379466,-0.1829354907872327,-0.0445221089317064,chronological_blocked
gap300__nearest_record_time_bp,MIMIC,1011,40440,6.68126071180953,3.402130541862767,5.041695626836149,7.972157474045946,4.1456788792134605,0.069591348555628,0.1223932492155231,chronological_blocked
gap300__nearest_record_time_bp,VitalDB,1040,41600,9.794446155933231,5.2924013760456665,7.54342376598945,11.441489725829284,6.308607583874497,-0.4284207163407252,-0.2067830965152153,chronological_blocked
gap300__time_matched_feature_uniform,Overall,2051,82040,5.511546124486677,3.039325297000872,4.275435710743775,6.628985430603706,3.707017154702805,0.346947936091058,0.1082469753496011,chronological_blocked
gap300__time_matched_feature_uniform,MIMIC,1011,40440,4.961795196099286,2.699203443621552,3.8304993198604183,5.988533323238966,3.292114616476145,0.1852028484514276,0.021254466431313,chronological_blocked
gap300__time_matched_feature_uniform,VitalDB,1040,41600,6.04596745967865,3.369962983314807,4.707965221496728,7.251578777282314,4.110350295228913,0.5041828241715064,0.19281373161536,chronological_blocked
gap300__time_stratum_random_uniform,Overall,2051,82040,7.974018118591903,4.2783033363996985,6.126160727495801,9.537316576864194,5.18227180908221,0.1135816105396673,-0.0916211762467807,chronological_blocked
gap300__time_stratum_random_uniform,MIMIC,1011,40440,7.126918704714902,3.701320673237922,5.414119688976412,8.53533755921235,4.4602157656532215,0.4970130534601258,0.1422383355103897,chronological_blocked
gap300__time_stratum_random_uniform,VitalDB,1040,41600,8.79749649112041,4.839197059915616,6.818346775518013,10.51135579498536,5.884193597454044,-0.2591579940685858,-0.3189596054645685,chronological_blocked
