Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
personal_profile_code32_no_support:natural,SBP,5.492869544571632,0.8759973339218012,0.2932078876551959,7.974675097106161,60.6998021760633,85.24480712166172,93.79574678536105,PASS*,PASS (Grade B)*
personal_profile_code32_no_support:natural,DBP,2.893422791464982,0.8737774494250297,-0.0001833810532717,4.592488517961755,84.64144411473788,95.91246290801186,98.41493570722058,PASS*,PASS (Grade A)*
personal_profile_code32_no_support:ppg_permuted_1,SBP,6.76707731439381,0.8079252167389006,0.2932078876551959,9.92742638077758,52.720079129574685,78.9564787339268,90.1706231454006,FAIL*,PASS (Grade B)*
personal_profile_code32_no_support:ppg_permuted_1,DBP,3.5181543151655488,0.8245064592806667,-0.0001833810532717,5.415146015519596,78.36053412462908,93.80811078140457,97.59396636993075,PASS*,PASS (Grade A)*
personal_profile_code32_no_support:ppg_permuted_2,SBP,6.760409955006796,0.8099569283375164,0.2932078876551959,9.874736025105106,52.54945598417409,78.93422354104847,90.0568743818002,FAIL*,PASS (Grade B)*
personal_profile_code32_no_support:ppg_permuted_2,DBP,3.508356249391384,0.8257258956927411,-0.0001833810532717,5.396299346299188,78.68694362017804,93.7908011869436,97.68298714144412,PASS*,PASS (Grade A)*
personal_profile_code32_no_support:personal_state_swapped,SBP,13.382014238657511,0.4165625381148045,2.121783782230758,17.17910095638893,25.23986152324431,47.403560830860535,64.44609297725025,FAIL*,FAIL (Grade D)*
personal_profile_code32_no_support:personal_state_swapped,DBP,6.945236624643192,0.4987457018489384,0.959729312034554,9.101382570435716,46.76557863501484,76.19930761622157,89.90108803165184,FAIL*,FAIL (Grade C)*
personal_profile_code32_no_support:personal_state_zero,SBP,11.202799796114808,0.5986718916243323,2.949981444761614,14.049873603977074,28.98862512363996,53.81800197823937,72.14638971315529,FAIL*,FAIL (Grade D)*
personal_profile_code32_no_support:personal_state_zero,DBP,5.882693197842757,0.6394259669038818,1.8820667175817445,7.530422704219694,52.826409495548965,83.30613254203759,94.45103857566764,PASS*,PASS (Grade B)*
personal_profile_code32_no_support:train_bp_mean,SBP,9.161750945705334,0.6888667587610748,0.9665373991787964,12.603486574302494,39.92581602373888,66.24629080118694,81.34767556874381,FAIL*,FAIL (Grade D)*
personal_profile_code32_no_support:train_bp_mean,DBP,4.623885802345389,0.7310062189924165,0.3358246762250226,6.69584163927077,67.26261127596439,89.46340257171119,96.16963402571712,PASS*,PASS (Grade A)*
personal_profile_code32_no_support:train_bp_median,SBP,9.24740884952564,0.6652035596665777,0.6000384916537593,13.098635158902864,41.38229475766568,67.42581602373888,81.12759643916914,FAIL*,FAIL (Grade D)*
personal_profile_code32_no_support:train_bp_median,DBP,4.635263746687968,0.708464633478225,-0.1001902179831213,6.978795549897297,68.24431256181998,89.01829871414441,95.2299703264095,PASS*,PASS (Grade A)*
subject_lora_rank4:natural,SBP,4.631189097094135,0.9057392148226138,0.1424083285232679,6.95609294697049,68.8303659742829,89.25816023738872,95.4698318496538,PASS*,PASS (Grade A)*
subject_lora_rank4:natural,DBP,2.514334498998791,0.8877993915277437,0.0031430617520174,4.3298923128085045,87.5024727992087,96.78288822947576,98.7759643916914,PASS*,PASS (Grade A)*
subject_lora_rank4:ppg_permuted_1,SBP,6.207293609671965,0.8299637328346038,0.1424083285232679,9.343534352827197,57.54698318496538,81.76557863501483,91.32047477744808,FAIL*,PASS (Grade B)*
subject_lora_rank4:ppg_permuted_1,DBP,3.260045663539309,0.8330876784860252,0.0031430617520174,5.28109190640155,81.05341246290801,94.48565776458952,97.92532146389712,PASS*,PASS (Grade A)*
subject_lora_rank4:ppg_permuted_2,SBP,6.221584188572613,0.830384154773498,0.1424083285232679,9.33197337305402,57.618694362017806,81.51829871414441,91.31552917903066,FAIL*,PASS (Grade B)*
subject_lora_rank4:ppg_permuted_2,DBP,3.2592936444589102,0.8334893155112406,0.0031430617520174,5.274734196285944,81.09297725024727,94.43867457962412,97.91790306627102,PASS*,PASS (Grade A)*
subject_lora_rank4:personal_state_swapped,SBP,12.598992130004095,0.4785465399818525,3.1526555075489804,16.05777996290523,26.698813056379823,50.17804154302671,67.40356083086053,FAIL*,FAIL (Grade D)*
subject_lora_rank4:personal_state_swapped,DBP,6.443092119611218,0.5569464255117808,1.7567580943763197,8.422887728789576,50.18793273986152,79.15182987141444,91.99060336300693,FAIL*,PASS (Grade B)*
subject_lora_rank4:personal_state_zero,SBP,9.477247139867524,0.692584784171975,2.8935933908298392,12.227003490576273,35.51434223541048,62.81899109792285,80.24480712166172,FAIL*,FAIL (Grade D)*
subject_lora_rank4:personal_state_zero,DBP,4.940700554824135,0.72723188553571,1.6334376117713845,6.550538751195622,62.20079129574678,88.58061325420375,96.76805143422357,PASS*,PASS (Grade A)*
subject_lora_rank4:train_bp_mean,SBP,9.161750945705334,0.6888667587610748,0.9665373991787964,12.603486574302494,39.92581602373888,66.24629080118694,81.34767556874381,FAIL*,FAIL (Grade D)*
subject_lora_rank4:train_bp_mean,DBP,4.623885802345389,0.7310062189924165,0.3358246762250226,6.69584163927077,67.26261127596439,89.46340257171119,96.16963402571712,PASS*,PASS (Grade A)*
subject_lora_rank4:train_bp_median,SBP,9.24740884952564,0.6652035596665777,0.6000384916537593,13.098635158902864,41.38229475766568,67.42581602373888,81.12759643916914,FAIL*,FAIL (Grade D)*
subject_lora_rank4:train_bp_median,DBP,4.635263746687968,0.708464633478225,-0.1001902179831213,6.978795549897297,68.24431256181998,89.01829871414441,95.2299703264095,PASS*,PASS (Grade A)*
