Setting,Scope,n_participants,n_events,sbp_mae,dbp_mae,mean_mae,sbp_rmse,dbp_rmse,sbp_bias,dbp_bias,participant_mean_mae_p90,participant_mean_mae_p95,worst_30_n_participants,worst_30_mean_mae,retained_70_n_participants,retained_70_mean_mae,tail_definition
population_lora,Overall,2476,99040,3.7752086484706804,2.081029163193785,2.928118905832233,5.182549143579558,3.002444296701347,-0.1214710668553147,-0.18872575107361322,4.3661330713742945,5.2175801633555325,743,4.344921418596684,1733,2.3206842451374916,"oracle diagnostic: participant mean MAE descending, subject_uid ascending tie-break, first ceil(0.30*N)"
