Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
MIMIC,lora_continue,SBP,4.043434273430195,0.9271022277424574,0.0468497086703246,6.144750858896404,73.21216617210683,91.88674579624134,96.98071216617213,PASS*,PASS (Grade A)*
MIMIC,lora_continue,DBP,2.245703064628925,0.9104765475747688,-0.1874385731864046,3.9738278047032103,90.37833827893176,97.6706231454006,99.0652818991098,PASS*,PASS (Grade A)*
MIMIC,lora_prs_bias,SBP,4.049209253158343,0.92702678046076,0.049816046411984,6.147906728345961,73.11819980217606,91.89910979228486,97.00049455984174,PASS*,PASS (Grade A)*
MIMIC,lora_prs_bias,DBP,2.2497951052898704,0.9103516662659632,-0.1830896930336127,3.976807267073548,90.3461918892186,97.65578635014836,99.05539070227498,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic,SBP,4.063167156498698,0.9266104165302496,0.0462112312618749,6.1654500852650775,73.10089020771512,91.83728981206724,96.96092977250248,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic,DBP,2.258777306082223,0.9100244406499106,-0.075206105527491,3.987569601304594,90.37586547972305,97.69535113748763,99.05044510385756,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic_shrink,SBP,4.061087708987303,0.9266737912192284,0.0402618018621035,6.1628290512469786,73.10830860534125,91.82492581602374,96.95103857566764,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic_shrink,DBP,2.256305183123882,0.9101065972933502,-0.0751639215222216,3.985748809390478,90.4055390702275,97.70524233432243,99.05539070227498,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic_frozen,SBP,4.089377868682529,0.92547389518957,0.0808637211513802,6.212654456196253,72.75222551928783,91.7507418397626,96.98813056379822,PASS*,PASS (Grade A)*
MIMIC,lora_prs_dynamic_frozen,DBP,2.268052654898367,0.9093151409328576,-0.1862343554680708,3.999634631054411,90.26458951533137,97.66073194856575,99.03066271018794,PASS*,PASS (Grade A)*
