Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
VitalDB,lora_continue,SBP,3.349010368127089,0.930707974230392,-0.0011406346467825,4.986652982427745,79.06971153846155,95.05048076923076,98.4735576923077,PASS*,PASS (Grade A)*
VitalDB,lora_continue,DBP,1.8969936967813048,0.9419379534345292,-0.0510155336673443,2.9517901858744064,93.3173076923077,98.94951923076924,99.7548076923077,PASS*,PASS (Grade A)*
VitalDB,lora_prs_bias,SBP,3.3553381093648764,0.9306007651787712,-0.0095720088481903,4.990500132184963,78.95192307692308,95.08173076923076,98.4639423076923,PASS*,PASS (Grade A)*
VitalDB,lora_prs_bias,DBP,1.9004204579041557,0.9418855076975826,-0.0430900278916725,2.953249694783454,93.3341346153846,98.9375,99.75240384615384,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic,SBP,3.358302798913076,0.9305906905084024,0.0138125238968775,4.990852420578729,78.95432692307692,95.02403846153848,98.49759615384616,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic,DBP,1.9093825246279057,0.9415977526494445,0.0458383625745773,2.960512477763133,93.2139423076923,98.9110576923077,99.75721153846156,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic_shrink,SBP,3.355773683144496,0.9306381444589964,0.0048015612822312,4.98916284578874,79.01923076923076,95.04807692307692,98.48557692307692,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic_shrink,DBP,1.906740693770922,0.941721318784093,0.0490777381566854,2.957326190542075,93.21634615384616,98.92307692307692,99.7548076923077,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic_frozen,SBP,3.3754508310097915,0.9302472757568764,0.0117762855383066,5.003189047719553,78.84375,94.98798076923076,98.47115384615384,PASS*,PASS (Grade A)*
VitalDB,lora_prs_dynamic_frozen,DBP,1.9168740181739516,0.9412224057007762,-0.0689085415693429,2.969567308383293,93.0721153846154,98.9158653846154,99.75721153846156,PASS*,PASS (Grade A)*
