Seed,Setting,BP,MAE,R²,ME,STD,≤5 mmHg (%),≤10 mmHg (%),≤15 mmHg (%),AAMI,BHS,Participant-macro MAE,N participants,N query events,Method,K,Aggregation,Standards scope
20260814,B2 Support-BP mean (K=2),DBP,10.119607,-0.080558,0.583312,13.673158,36.094589,60.828087,76.935035,FAIL*,FAIL (Grade D)*,9.503751,697,103564,support_mean,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B2 Support-BP mean (K=3),SBP,17.165935,-0.070764,0.407200,22.776752,21.786528,40.778649,55.640956,FAIL*,FAIL (Grade D)*,16.603542,697,103564,support_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B2 Support-BP mean (K=3),DBP,9.772298,-0.009294,0.497526,13.217246,37.243637,62.276467,78.226990,FAIL*,FAIL (Grade D)*,8.906004,697,103564,support_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B2 Support-BP mean (K=5),SBP,16.487172,0.011048,-0.030519,21.892804,22.783013,42.216407,57.202310,FAIL*,FAIL (Grade D)*,15.502776,697,103564,support_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B2 Support-BP mean (K=5),DBP,9.412464,0.048866,0.268849,12.837054,38.690085,64.315785,79.714959,FAIL*,FAIL (Grade D)*,8.393494,697,103564,support_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=1),SBP,16.826165,-0.012294,1.407049,22.104953,21.147310,40.405933,56.066780,FAIL*,FAIL (Grade D)*,15.976648,697,103564,residual_offset,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=1),DBP,9.527048,0.034572,0.342134,12.931461,36.146731,63.552972,80.689236,FAIL*,FAIL (Grade D)*,8.942434,697,103564,residual_offset,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=2),SBP,15.812241,0.100922,1.937085,20.784280,22.664246,43.379939,59.228110,FAIL*,FAIL (Grade D)*,14.558704,697,103564,residual_offset,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=2),DBP,9.087794,0.130538,0.481511,12.266783,38.042177,65.252404,81.834421,FAIL*,FAIL (Grade D)*,8.150489,697,103564,residual_offset,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=3),SBP,15.269489,0.161786,1.866909,20.068772,23.189525,44.255726,60.399367,FAIL*,FAIL (Grade D)*,13.929303,697,103564,residual_offset,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=3),DBP,8.669367,0.206117,0.410452,11.723353,39.622842,67.355452,83.606272,FAIL*,FAIL (Grade D)*,7.739057,697,103564,residual_offset,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=5),SBP,14.575365,0.228127,1.543585,19.279673,24.551002,46.069097,62.399096,FAIL*,FAIL (Grade D)*,13.032187,697,103564,residual_offset,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B4 Residual-offset correction (K=5),DBP,8.262338,0.266652,0.332621,11.269526,41.618709,69.696999,85.151211,FAIL*,FAIL (Grade C)*,7.249559,697,103564,residual_offset,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=1),SBP,14.575389,0.265418,-0.221394,18.867071,23.518790,44.115716,60.872504,FAIL*,FAIL (Grade D)*,13.981534,697,103564,head,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=1),DBP,8.243403,0.298417,-0.459122,11.017990,39.849755,69.071299,85.861883,FAIL*,FAIL (Grade D)*,7.935729,697,103564,head,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=2),SBP,14.389914,0.281402,0.630861,18.651294,23.767912,44.743347,61.453787,FAIL*,FAIL (Grade D)*,13.544054,697,103564,head,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=2),DBP,8.179741,0.307666,-0.009189,10.954622,40.120119,69.446912,86.155421,FAIL*,FAIL (Grade C)*,7.635334,697,103564,head,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=3),SBP,14.092309,0.307857,0.645282,18.303852,24.214978,45.560233,62.468618,FAIL*,FAIL (Grade D)*,13.185181,697,103564,head,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=3),DBP,8.011138,0.329988,0.034118,10.776523,41.163918,70.511954,86.863196,FAIL*,FAIL (Grade C)*,7.398486,697,103564,head,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=5),SBP,13.529795,0.349827,0.622505,17.740318,25.750261,47.738596,64.907690,FAIL*,FAIL (Grade D)*,12.440928,697,103564,head,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B6 Head-only adaptation (K=5),DBP,7.810148,0.355271,-0.036290,10.571231,42.305241,71.886949,87.639527,FAIL*,FAIL (Grade C)*,7.072021,697,103564,head,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=1),SBP,18.741235,-0.303675,0.177648,25.135538,20.365185,38.241088,52.506663,FAIL*,FAIL (Grade D)*,19.256341,697,103564,full,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=1),DBP,10.699778,-0.251144,0.530467,14.716732,34.793944,59.379707,75.444170,FAIL*,FAIL (Grade D)*,10.689336,697,103564,full,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=2),SBP,17.550763,-0.125723,0.472595,23.352921,21.411881,40.130740,55.019119,FAIL*,FAIL (Grade D)*,17.122103,697,103564,full,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=2),DBP,10.005704,-0.051176,0.430928,13.491369,36.190182,61.141903,77.352169,FAIL*,FAIL (Grade D)*,9.236093,697,103564,full,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=3),SBP,16.993838,-0.048541,0.446384,22.538338,21.763354,40.773821,55.702754,FAIL*,FAIL (Grade D)*,15.960305,697,103564,full,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=3),DBP,9.651784,0.015647,0.449285,13.054435,37.344058,62.925341,78.872002,FAIL*,FAIL (Grade D)*,8.559789,697,103564,full,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=5),SBP,16.281509,0.025755,-0.100767,21.729204,23.352709,42.994670,58.080028,FAIL*,FAIL (Grade D)*,15.030284,697,103564,full,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B7 Full-network adaptation (K=5),DBP,9.329067,0.059190,0.213499,12.768209,39.304198,64.703951,79.830829,FAIL*,FAIL (Grade D)*,8.216254,697,103564,full,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=1),SBP,14.229312,0.303097,-1.672115,18.301866,23.653972,44.750106,61.686493,FAIL*,FAIL (Grade D)*,13.574118,697,103564,lora,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=1),DBP,8.139427,0.302338,-1.165459,10.934758,40.173226,70.382565,86.336951,FAIL*,FAIL (Grade C)*,7.715137,697,103564,lora,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=2),SBP,13.916664,0.327953,-1.001406,18.019575,24.099108,46.083581,63.156116,FAIL*,FAIL (Grade D)*,13.092186,697,103564,lora,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=2),DBP,8.060583,0.309621,-0.971140,10.895954,40.865552,70.802595,86.702908,FAIL*,FAIL (Grade C)*,7.491733,697,103564,lora,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=3),SBP,13.772599,0.338718,-0.944924,17.877299,24.529759,46.613688,63.670774,FAIL*,FAIL (Grade D)*,12.906589,697,103564,lora,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=3),DBP,7.894592,0.332199,-0.848176,10.725299,41.906454,71.867637,87.514967,FAIL*,FAIL (Grade C)*,7.338809,697,103564,lora,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=5),SBP,13.470073,0.359304,-0.880311,17.599399,25.526245,47.924955,64.882585,FAIL*,FAIL (Grade D)*,12.456050,697,103564,lora,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,B8 LoRA adaptation (K=5),DBP,7.735576,0.350315,-0.761217,10.584510,43.134680,72.907574,87.756363,FAIL*,FAIL (Grade C)*,7.106829,697,103564,lora,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=1),SBP,13.691147,0.322242,1.033573,18.094399,25.970414,48.233942,64.660500,FAIL*,FAIL (Grade D)*,12.971500,697,103564,m0,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=1),DBP,8.072134,0.306126,1.180372,10.903093,42.166197,70.658723,85.693870,FAIL*,FAIL (Grade C)*,7.362333,697,103564,m0,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=2),SBP,13.201398,0.364043,1.475387,17.494006,27.179329,49.940134,66.290410,FAIL*,FAIL (Grade D)*,12.368640,697,103564,m0,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=2),DBP,7.881139,0.326878,1.137799,10.741466,43.812522,71.771079,86.551311,FAIL*,FAIL (Grade C)*,6.940721,697,103564,m0,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=3),SBP,13.016378,0.382628,1.382261,17.242361,27.107875,50.280020,67.017496,FAIL*,FAIL (Grade D)*,12.045057,697,103564,m0,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=3),DBP,7.770367,0.343740,1.110923,10.607397,44.428566,72.148623,86.962651,FAIL*,FAIL (Grade C)*,6.716349,697,103564,m0,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=5),SBP,12.608388,0.411367,1.056783,16.857170,28.692403,51.943726,68.558572,FAIL*,FAIL (Grade D)*,11.425939,697,103564,m0,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M0 Variable-K residual anchor (K=5),DBP,7.503983,0.377163,0.952904,10.346481,46.249662,73.734116,87.661736,FAIL*,FAIL (Grade C)*,6.385903,697,103564,m0,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=1),SBP,13.903416,0.309536,-0.200861,18.291897,25.150631,46.968058,63.932448,FAIL*,FAIL (Grade D)*,13.006780,697,103564,m1,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=1),DBP,8.189727,0.282301,0.356504,11.147789,41.699818,70.021436,85.501719,FAIL*,FAIL (Grade C)*,7.431106,697,103564,m1,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=2),SBP,13.080443,0.377191,0.254761,17.371811,27.193813,49.934340,66.722027,FAIL*,FAIL (Grade D)*,12.159117,697,103564,m1,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=2),DBP,7.902035,0.322666,0.358999,10.829352,43.271793,71.867637,86.344676,FAIL*,FAIL (Grade C)*,6.955249,697,103564,m1,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=3),SBP,12.801435,0.401035,0.193753,17.036760,27.733575,50.988761,67.820864,FAIL*,FAIL (Grade D)*,11.790728,697,103564,m1,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=3),DBP,7.736546,0.348694,0.335643,10.619778,44.055850,72.775289,87.117145,FAIL*,FAIL (Grade C)*,6.710284,697,103564,m1,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=5),SBP,12.447381,0.426595,-0.109620,16.670006,28.821791,52.355065,69.328145,FAIL*,FAIL (Grade D)*,11.255690,697,103564,m1,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M1 M0 + FiLM (K=5),DBP,7.451548,0.385885,0.195421,10.315413,45.939709,74.119385,87.926306,FAIL*,FAIL (Grade C)*,6.363063,697,103564,m1,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=1),SBP,14.022855,0.293396,-0.107405,18.505257,25.085937,46.906261,63.852304,FAIL*,FAIL (Grade D)*,13.155858,697,103564,m2,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=1),DBP,8.222329,0.281623,0.508517,11.147164,41.272064,69.774246,85.288324,FAIL*,FAIL (Grade C)*,7.439144,697,103564,m2,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=2),SBP,13.481401,0.335010,0.273345,17.950293,26.591287,49.230428,65.726507,FAIL*,FAIL (Grade D)*,12.536395,697,103564,m2,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=2),DBP,7.957710,0.313538,0.464200,10.898189,42.739755,71.739214,86.388127,FAIL*,FAIL (Grade C)*,6.949807,697,103564,m2,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=3),SBP,13.109753,0.369049,0.206775,17.485654,27.437140,50.493415,66.752926,FAIL*,FAIL (Grade D)*,12.158992,697,103564,m2,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=3),DBP,7.782531,0.342571,0.362039,10.668769,43.652234,72.514580,86.867058,FAIL*,FAIL (Grade C)*,6.730469,697,103564,m2,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=5),SBP,12.723215,0.399059,0.144983,17.065331,28.575567,51.551698,68.320073,FAIL*,FAIL (Grade D)*,11.457642,697,103564,m2,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260814,M2 M1 + reliability weighting (K=5),DBP,7.557524,0.370241,0.303728,10.443429,45.471399,73.735082,87.442548,FAIL*,FAIL (Grade C)*,6.402032,697,103564,m2,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=1),SBP,17.977358,-0.003915,1.377400,22.014777,15.984319,31.902978,47.190143,FAIL*,FAIL (Grade D)*,17.380697,697,103564,population_mean,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=1),DBP,10.198625,-0.000694,-0.346821,13.165570,29.949596,57.974779,77.576185,FAIL*,FAIL (Grade D)*,9.858857,697,103564,population_mean,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=2),SBP,17.977358,-0.003915,1.377400,22.014777,15.984319,31.902978,47.190143,FAIL*,FAIL (Grade D)*,17.380697,697,103564,population_mean,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=2),DBP,10.198625,-0.000694,-0.346821,13.165570,29.949596,57.974779,77.576185,FAIL*,FAIL (Grade D)*,9.858857,697,103564,population_mean,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=3),SBP,17.977358,-0.003915,1.377400,22.014777,15.984319,31.902978,47.190143,FAIL*,FAIL (Grade D)*,17.380697,697,103564,population_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=3),DBP,10.198625,-0.000694,-0.346821,13.165570,29.949596,57.974779,77.576185,FAIL*,FAIL (Grade D)*,9.858857,697,103564,population_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=5),SBP,17.977358,-0.003915,1.377400,22.014777,15.984319,31.902978,47.190143,FAIL*,FAIL (Grade D)*,17.380697,697,103564,population_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B0 Population BP mean (K=5),DBP,10.198625,-0.000694,-0.346821,13.165570,29.949596,57.974779,77.576185,FAIL*,FAIL (Grade D)*,9.858857,697,103564,population_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=1),SBP,15.284412,0.198196,-1.193330,19.676645,21.356842,41.550153,58.753042,FAIL*,FAIL (Grade D)*,14.689682,697,103564,population,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=1),DBP,9.277607,0.150986,-0.057456,12.130881,33.533853,62.842300,82.108648,FAIL*,FAIL (Grade D)*,8.774858,697,103564,population,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=2),SBP,15.284412,0.198196,-1.193330,19.676645,21.356842,41.550153,58.753042,FAIL*,FAIL (Grade D)*,14.689682,697,103564,population,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=2),DBP,9.277607,0.150986,-0.057456,12.130881,33.533853,62.842300,82.108648,FAIL*,FAIL (Grade D)*,8.774858,697,103564,population,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=3),SBP,15.284412,0.198196,-1.193330,19.676645,21.356842,41.550153,58.753042,FAIL*,FAIL (Grade D)*,14.689682,697,103564,population,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=3),DBP,9.277607,0.150986,-0.057456,12.130881,33.533853,62.842300,82.108648,FAIL*,FAIL (Grade D)*,8.774858,697,103564,population,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=5),SBP,15.284412,0.198196,-1.193330,19.676645,21.356842,41.550153,58.753042,FAIL*,FAIL (Grade D)*,14.689682,697,103564,population,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B3 Population PPG network (K=5),DBP,9.277607,0.150986,-0.057456,12.130881,33.533853,62.842300,82.108648,FAIL*,FAIL (Grade D)*,8.774858,697,103564,population,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=1),SBP,18.831464,-0.317668,0.197679,25.269931,20.264764,38.195705,52.491213,FAIL*,FAIL (Grade D)*,19.369449,697,103564,last_cuff,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=1),DBP,10.694021,-0.252904,0.593763,14.724675,34.930092,59.223282,75.389131,FAIL*,FAIL (Grade D)*,10.676897,697,103564,last_cuff,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=2),SBP,18.104333,-0.188872,1.058608,23.980546,20.415395,38.686223,53.609362,FAIL*,FAIL (Grade D)*,18.034405,697,103564,last_cuff,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=2),DBP,10.376849,-0.118702,0.572861,13.913263,34.736974,59.513924,76.131667,FAIL*,FAIL (Grade D)*,9.616320,697,103564,last_cuff,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=3),SBP,17.364332,-0.084229,-0.034686,22.923150,21.124136,39.674984,54.831795,FAIL*,FAIL (Grade D)*,16.855551,697,103564,last_cuff,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=3),DBP,9.958043,-0.053908,0.325954,13.511844,36.671044,61.846781,77.681434,FAIL*,FAIL (Grade D)*,9.130924,697,103564,last_cuff,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=5),SBP,17.139782,-0.076769,-0.690510,22.833743,22.469198,41.104052,56.250241,FAIL*,FAIL (Grade D)*,16.418218,697,103564,last_cuff,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B1 Last-cuff persistence (K=5),DBP,9.967192,-0.054651,0.013503,13.520537,36.669113,61.533931,77.162914,FAIL*,FAIL (Grade D)*,9.047688,697,103564,last_cuff,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=1),SBP,18.831464,-0.317668,0.197679,25.269931,20.264764,38.195705,52.491213,FAIL*,FAIL (Grade D)*,19.369449,697,103564,support_mean,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=1),DBP,10.694021,-0.252904,0.593763,14.724675,34.930092,59.223282,75.389131,FAIL*,FAIL (Grade D)*,10.676897,697,103564,support_mean,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=2),SBP,17.815870,-0.160980,0.628144,23.712336,21.036267,39.583253,54.543084,FAIL*,FAIL (Grade D)*,17.636259,697,103564,support_mean,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=2),DBP,10.119607,-0.080558,0.583312,13.673158,36.094589,60.828087,76.935035,FAIL*,FAIL (Grade D)*,9.503751,697,103564,support_mean,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=3),SBP,17.165935,-0.070764,0.407200,22.776752,21.786528,40.778649,55.640956,FAIL*,FAIL (Grade D)*,16.603542,697,103564,support_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=3),DBP,9.772298,-0.009294,0.497526,13.217246,37.243637,62.276467,78.226990,FAIL*,FAIL (Grade D)*,8.906004,697,103564,support_mean,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=5),SBP,16.487172,0.011048,-0.030519,21.892804,22.783013,42.216407,57.202310,FAIL*,FAIL (Grade D)*,15.502776,697,103564,support_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B2 Support-BP mean (K=5),DBP,9.412464,0.048866,0.268849,12.837054,38.690085,64.315785,79.714959,FAIL*,FAIL (Grade D)*,8.393494,697,103564,support_mean,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=1),SBP,16.612047,0.010482,1.477483,21.849197,21.307597,40.582635,56.499363,FAIL*,FAIL (Grade D)*,16.033978,697,103564,residual_offset,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=1),DBP,9.436746,0.042626,0.517155,12.871534,37.657873,63.705535,80.164922,FAIL*,FAIL (Grade D)*,8.865766,697,103564,residual_offset,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=2),SBP,15.574553,0.127849,2.168931,20.444660,23.010892,43.324901,59.543857,FAIL*,FAIL (Grade D)*,14.637072,697,103564,residual_offset,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=2),DBP,8.912264,0.157496,0.653304,12.066744,39.681743,66.247924,81.688618,FAIL*,FAIL (Grade D)*,8.071442,697,103564,residual_offset,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=3),SBP,14.929554,0.193222,2.111588,19.660787,24.074003,44.902669,61.240392,FAIL*,FAIL (Grade D)*,13.869969,697,103564,residual_offset,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=3),DBP,8.507203,0.233418,0.609662,11.510938,40.944730,67.968599,83.387084,FAIL*,FAIL (Grade D)*,7.637409,697,103564,residual_offset,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=5),SBP,14.375116,0.247008,1.774040,19.020800,24.732533,46.316288,63.144529,FAIL*,FAIL (Grade D)*,13.022745,697,103564,residual_offset,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B4 Residual-offset correction (K=5),DBP,8.124615,0.293202,0.510637,11.056678,42.766792,69.980881,85.024719,FAIL*,FAIL (Grade C)*,7.168618,697,103564,residual_offset,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=1),SBP,14.673519,0.257494,0.058008,18.969776,23.061102,43.911977,60.379089,FAIL*,FAIL (Grade D)*,14.197100,697,103564,head,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=1),DBP,8.226903,0.302153,0.043848,10.998068,40.319030,68.896528,85.494960,FAIL*,FAIL (Grade C)*,7.840490,697,103564,head,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=2),SBP,14.210647,0.293470,0.742441,18.489692,23.941717,45.520644,62.378819,FAIL*,FAIL (Grade D)*,13.486395,697,103564,head,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=2),DBP,8.092542,0.320283,0.299349,10.850217,41.222819,69.792592,85.850295,FAIL*,FAIL (Grade C)*,7.587841,697,103564,head,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=3),SBP,13.900683,0.318690,0.649186,18.159726,24.801089,46.465953,63.362752,FAIL*,FAIL (Grade D)*,13.005330,697,103564,head,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=3),DBP,7.896975,0.344537,0.295206,10.654844,42.550500,71.190761,86.577382,FAIL*,FAIL (Grade C)*,7.287002,697,103564,head,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=5),SBP,13.498755,0.347999,0.527393,17.768352,25.918273,48.202078,64.972384,FAIL*,FAIL (Grade D)*,12.342683,697,103564,head,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B6 Head-only adaptation (K=5),DBP,7.765553,0.365397,0.291725,10.483896,42.824727,71.821289,87.186667,FAIL*,FAIL (Grade C)*,6.964369,697,103564,head,5,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=1),SBP,18.798158,-0.313181,0.248175,25.226416,20.414430,38.353096,52.504731,FAIL*,FAIL (Grade D)*,19.348116,697,103564,full,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=1),DBP,10.735917,-0.260165,0.638079,14.765504,34.947472,58.953884,75.158356,FAIL*,FAIL (Grade D)*,10.707356,697,103564,full,1,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=2),SBP,17.942907,-0.167039,0.571219,23.775605,20.580511,39.044456,53.873933,FAIL*,FAIL (Grade D)*,17.326616,697,103564,full,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=2),DBP,10.115201,-0.076359,0.489911,13.650189,35.894712,60.660075,76.964003,FAIL*,FAIL (Grade D)*,9.303433,697,103564,full,2,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=3),SBP,17.162822,-0.066465,0.194441,22.733780,21.457263,40.384690,55.495153,FAIL*,FAIL (Grade D)*,16.236392,697,103564,full,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=3),DBP,9.694264,0.007124,0.348025,13.113976,37.214669,62.670426,78.794755,FAIL*,FAIL (Grade D)*,8.699083,697,103564,full,3,event-pooled diagnostic,numerical screen only; formal compliance not established
20260815,B7 Full-network adaptation (K=5),SBP,16.504872,0.005642,0.168506,21.951936,22.757908,42.348693,57.395427,FAIL*,FAIL (Grade D)*,15.251419,697,103564,full,5,event-pooled diagnostic,numerical screen only; formal compliance not established
