split_mode,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
chronological_blocked,VitalDB,residual_reference,DBP,4.828931868030475,0.6739674414021595,-0.1603825609042094,6.70933821094119,63.12259615384615,88.12740384615385,96.57932692307692,PASS*,PASS (Grade A)*
chronological_blocked,Overall,subject_lora_rank4,SBP,4.8788728119279625,0.8780489178936821,0.0704422911686295,7.1778794813621545,65.93734763529986,87.96318868844466,95.09751340809362,PASS*,PASS (Grade A)*
chronological_blocked,Overall,subject_lora_rank4,DBP,2.7100616636420387,0.8725629764344476,0.0209950401514463,4.440318643769346,85.46075085324232,96.64431984397854,98.87615797172111,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,subject_lora_rank4,SBP,4.631189097094135,0.9057392148226138,0.1424083285232679,6.95609294697049,68.8303659742829,89.25816023738872,95.4698318496538,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,subject_lora_rank4,DBP,2.514334498998791,0.8877993915277437,0.0031430617520174,4.3298923128085045,87.5024727992087,96.78288822947576,98.7759643916914,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,subject_lora_rank4,SBP,5.1196499616366165,0.8273524989787608,0.00048299908638,7.386513062294857,63.125,86.70432692307692,94.73557692307692,PASS*,PASS (Grade B)*
chronological_blocked,VitalDB,subject_lora_rank4,DBP,2.9003310515788887,0.8504565424747732,0.0383492229993526,4.545079647865576,83.47596153846155,96.5096153846154,98.9735576923077,PASS*,PASS (Grade A)*
chronological_blocked,Overall,personal_profile_support_only,SBP,6.442440297207211,0.8083967379194764,0.522512373652242,8.98239474251978,53.068015602145294,79.85494880546075,91.1189663578742,FAIL*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_support_only,DBP,3.5644719355632946,0.8186156262446653,0.0289530344674321,5.297422724430495,76.83081423695758,94.05290102389078,98.34592881521208,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_support_only,SBP,6.269296659984645,0.8414311602189518,0.4603607882378009,9.012263554762724,55.56874381800198,81.22898120672602,91.37982195845696,FAIL*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_support_only,DBP,3.308798268051223,0.8411970619116136,-0.0125117467018074,5.151190239522063,80.42532146389713,94.57715133531156,98.12314540059349,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_support_only,SBP,6.610755890699533,0.7452866311731088,0.5829308860118573,8.952958051316285,50.63701923076923,78.51923076923077,90.8653846153846,FAIL*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_support_only,DBP,3.813016241192818,0.7860985739694956,0.0692615861617601,5.435566745451116,73.33653846153845,93.54326923076924,98.5625,PASS*,PASS (Grade A)*
chronological_blocked,Overall,personal_profile_code32_no_support,SBP,5.584332296361231,0.851517292912696,0.2637385200024348,7.916282641728238,59.07118478790834,84.57703559239395,93.71647976596782,PASS*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_code32_no_support,DBP,3.038110091266604,0.8597172720900392,-0.0618023618961298,4.658381641852103,82.56338371526085,96.0787420770356,98.75548512920528,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_code32_no_support,SBP,5.492869544571632,0.8759973339218012,0.2932078876551959,7.974675097106161,60.6998021760633,85.24480712166172,93.79574678536105,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_code32_no_support,DBP,2.893422791464982,0.8737774494250297,-0.0001833810532717,4.592488517961755,84.64144411473788,95.91246290801186,98.41493570722058,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_code32_no_support,SBP,5.673244644495157,0.8043793932238749,0.2350908943322988,7.859092532141592,57.48798076923077,83.92788461538461,93.63942307692308,PASS*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_code32_no_support,DBP,3.17876284136222,0.8385713341843712,-0.1217031211577929,4.720840244739392,80.54326923076923,96.2403846153846,99.08653846153848,PASS*,PASS (Grade A)*
