Setting,Scope,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
R8-6 similarity >=0.90 sensitivity,Overall,SBP,11.945994756157532,0.5022607273818069,-1.169912631444795,15.694948977777825,28.937848595937233,52.79784157864809,70.10997785924286,FAIL*,FAIL (Grade D)*
R8-6 similarity >=0.90 sensitivity,Overall,DBP,6.998458459272204,0.4741352171805141,-0.5533733790682882,9.715834911854943,47.551813001342964,76.94457551450039,90.10199266814271,FAIL*,FAIL (Grade C)*
R8-6 similarity >=0.90 sensitivity,MIMIC,SBP,12.165383281797187,0.5029718663868943,-1.3777258555535994,15.962252122509671,28.558198761359034,52.12131735833767,69.20761706314754,FAIL*,FAIL (Grade D)*
R8-6 similarity >=0.90 sensitivity,MIMIC,DBP,7.174719719269378,0.4607872025569161,-0.615988172852497,9.981726336244803,46.77895467963188,76.07078775250334,89.33119175782834,FAIL*,FAIL (Grade C)*
R8-6 similarity >=0.90 sensitivity,VitalDB,SBP,10.826651660557292,0.4758134054791797,-0.10962792921435925,14.206619755604356,30.874861572535988,56.24953857511997,74.71391657438168,FAIL*,FAIL (Grade D)*
R8-6 similarity >=0.90 sensitivity,VitalDB,DBP,6.099155162418404,0.5433990155745603,-0.23390618314070646,8.219424274567112,51.49501661129568,81.40273163528977,94.03469915097821,FAIL*,PASS (Grade B)*
