split_mode,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
chronological_blocked,MIMIC,cnn_bilstm_adaptation,DBP,5.8585431261185255,0.5583171097618053,-0.084559040088446,8.590409207856037,59.50544015825915,82.2700296735905,91.78536102868448,FAIL*,PASS (Grade B)*
chronological_blocked,MIMIC,cnn_bilstm_adaptation,SBP,10.527290802775456,0.5638888069802738,0.4200457801215136,14.959542817757542,37.84124629080119,62.45796241345203,76.59000989119683,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,cnn_transformer_aff_adaptation,DBP,5.99524313056976,0.5389847164156116,0.2893725775823395,8.772049753690704,59.2482690405539,81.8051434223541,91.3402571711177,FAIL*,PASS (Grade B)*
chronological_blocked,MIMIC,cnn_transformer_aff_adaptation,SBP,10.587283800617524,0.5445768137128945,0.7155970674358183,15.276449933917432,37.92284866468843,63.51632047477744,77.0326409495549,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,compact_resnet,DBP,5.292560815716827,0.6347733881655917,0.1549536337602504,7.810437417045258,63.55093966369931,85.09396636993077,93.4891196834817,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,compact_resnet,SBP,9.326133613227972,0.6515499811259098,1.077668491952143,13.333592104415878,41.93372898120673,67.48021760633036,80.85558852621168,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,inception_time_wide,DBP,4.861703838438945,0.6686083113567947,0.101382285456747,7.440636669453226,67.96241345202769,86.79030662710187,93.98367952522256,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,inception_time_wide,SBP,8.551533543108478,0.6882797448481026,0.5294005086466773,12.64133220488636,46.31552917903066,71.67655786350149,83.59792284866468,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,patch_transformer,DBP,5.681048930929394,0.5691450319220848,-0.2146357606119972,8.482154040022534,61.67161226508407,83.43966369930762,92.05242334322452,FAIL*,PASS (Grade B)*
chronological_blocked,MIMIC,patch_transformer,SBP,10.03830111104586,0.5843050529598852,0.2810168328554057,14.608239244874984,40.15084075173096,65.26953511374877,78.70919881305637,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,runet_resunet_encoder_adaptation,DBP,5.321972177148926,0.6241274249162833,-0.0615867161963035,7.92477259500484,64.11721068249258,85.0593471810089,93.17012858555886,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,runet_resunet_encoder_adaptation,SBP,9.415723863765818,0.6305096646782302,-0.2035066707433744,13.773521300705587,41.8545994065282,67.90059347181008,81.03857566765579,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,self_attention_resunet_adaptation,DBP,5.141425867203317,0.6462977055071002,0.0238905805744356,7.687700314159037,65.26706231454006,85.88278931750742,93.70178041543026,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,self_attention_resunet_adaptation,SBP,8.887821849894689,0.6667480830079556,0.3065472879230563,13.078499015732868,44.74777448071217,70.02720079129575,82.40850642927794,FAIL*,FAIL (Grade D)*
chronological_blocked,MIMIC,subject_mean_residual_ppg,DBP,3.8558214396090937,0.7951853125281443,-0.1820879765481317,5.847223157471007,74.96043521266074,92.4381800197824,97.324431256182,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,subject_mean_residual_ppg,SBP,7.434060808459092,0.7817137685132376,-0.040597752175864,10.58768039551054,48.44213649851632,75.12363996043521,87.64342235410484,FAIL*,FAIL (Grade C)*
chronological_blocked,MIMIC,subject_train_mean,DBP,4.623885811300229,0.731006222254384,0.3358246699865159,6.695841604055625,67.26261127596439,89.46340257171119,96.16963402571712,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,subject_train_mean,SBP,9.161750913701214,0.6888667553992982,0.9665373132053988,12.603486649453831,39.92581602373888,66.24629080118694,81.34767556874381,FAIL*,FAIL (Grade D)*
chronological_blocked,Overall,cnn_bilstm_adaptation,DBP,6.356920265698073,0.4786223785747159,-0.2059615405346346,8.979107117759984,54.63554363725012,79.3344709897611,90.50706972208678,FAIL*,PASS (Grade B)*
chronological_blocked,Overall,cnn_bilstm_adaptation,SBP,10.632095566056288,0.5003368362482593,0.4829618928259259,14.52188067209135,34.964651389566065,59.76840565577767,75.53022915650902,FAIL*,FAIL (Grade D)*
chronological_blocked,Overall,cnn_transformer_aff_adaptation,DBP,6.559291616269636,0.4474981208452625,-0.3175261775555696,9.240208924751592,53.78961482203803,78.36299366162848,89.71111652852267,FAIL*,FAIL (Grade C)*
chronological_blocked,Overall,cnn_transformer_aff_adaptation,SBP,10.74099228732008,0.4790383766520497,0.3758158797232016,14.831590758599566,35.07557289127255,60.326669917113605,75.4327157484154,FAIL*,FAIL (Grade D)*
chronological_blocked,Overall,compact_resnet,DBP,5.903383500444662,0.5419955682847828,0.0238178371046299,8.417910103408785,57.88761579717211,81.74914675767918,91.92101413944415,FAIL*,PASS (Grade B)*
chronological_blocked,Overall,compact_resnet,SBP,9.686907961588265,0.5766168986072464,1.0174527847609944,13.336157916393958,38.60799609946368,64.29302779132131,78.9785470502194,FAIL*,FAIL (Grade D)*
